"","ID","org","collection","freq","jurisdiction","date_created","date_last_mod","type"
"407","4656e09e-001d-4ad3-95de-67235310ecb7","qc","federated","P2Y","municipal","2020-09-11T14:46:32.830425","2021-02-01T14:32:01.152103","dataset"
"408","4660e86d-88bb-44e8-862b-08dd3bd82537","statcan","primary","as_needed","federal","2020-10-01T12:39:25.332492","2020-10-02T12:39:01.092130","dataset"
"409","46c6c299-961c-40d8-9c0e-a4e1b4b7f2b5","on","federated","P1Y","provincial","2021-01-27T15:59:40.460262","2021-01-28T16:49:29.449674","dataset"
"410","46df90d5-0425-4472-b30c-c225dcd64f1e","on","federated","P1Y","provincial","2021-01-27T15:59:48.046713","2021-01-28T16:49:31.165588","dataset"
"411","46eb2b0b-6c80-45a1-ac93-7993c674ec61","qc","federated","as_needed","municipal","2020-09-11T14:46:43.902163","2021-02-01T14:32:03.365454","dataset"
"412","474c87a7-147d-46d4-9ea6-65151007058d","dnd-mdn","primary","P1Y","federal","2021-03-24T15:11:00.057260","2021-03-24T15:11:00.057266","dataset"
"413","475ac9ea-1a2f-4374-8c46-47bb25b4a2aa","qc","federated","irregular","municipal","2020-09-11T14:46:51.855344","2021-02-01T14:32:04.876402","dataset"
"414","4766488c-420a-4e8e-8829-003ff97a348b","on","federated","P1Y","provincial","2021-01-27T15:59:57.584102","2021-01-28T16:49:32.554342","dataset"
"415","4850ac65-e7d0-4a28-b438-1c08fa02573d","qc","federated","irregular","municipal","2020-09-11T14:46:59.774616","2021-02-01T14:32:06.401679","dataset"
"416","48c84b79-ee8b-442a-900f-2eccb308f532","statcan","primary","P1Y","federal","2021-03-30T12:44:16.041003","2021-03-30T12:44:16.041011","dataset"
"417","48dde4c2-cef7-46d0-99a4-25df1f848974","qc","federated","P1W","municipal","2020-09-11T14:47:08.176621","2020-12-21T19:41:39.007384","dataset"
"418","48de187d-84bb-4634-9f66-f998f3dce4d2","on","federated","as_needed","provincial","2021-01-27T16:00:04.963453","2021-01-28T16:49:34.934853","dataset"
"419","48de6bb4-b953-4cb6-bbb5-3de915c23d47","fin","primary","not_planned","federal","2021-03-09T13:50:39.649508","2021-03-09T13:50:39.649516","dataset"
"420","496a06df-7bc8-450a-a6cc-9e24dd267987","qc","federated","P3M","provincial","2020-09-11T15:44:40.475101","2021-03-24T10:00:59.021935","dataset"
"421","4973bdf9-31bd-4cee-97db-34a47a4a75e1","qc","federated","P1Y","provincial","2020-09-11T14:47:21.289844","2021-02-01T14:32:09.563373","dataset"
"422","4986a9c8-5948-4d7f-b22b-67f1ed061658","statcan","primary","as_needed","federal","2021-03-05T13:41:16.680200","2021-03-08T13:47:20.886039","dataset"
"423","499472dc-8526-4ed6-b267-58cc1bd774e7","on","federated","P1Y","provincial","2021-01-27T16:00:13.024356","2021-01-28T16:49:36.247614","dataset"
"424","49a62ebe-25da-4414-95b2-a2fc94100755","qc","federated","continual","municipal","2020-09-11T14:47:29.058791","2021-02-01T14:32:11.531116","dataset"
"425","49b5e96f-8b3e-440f-b4bf-843ba60f6228","qc","federated","P1W","municipal","2020-09-11T14:47:45.374291","2021-02-01T14:32:13.214284","dataset"
"426","49cdedd5-41ed-4a76-a3c7-69d27f68be2b","on","federated","P1Y","provincial","2021-01-27T16:00:20.043129","2021-01-28T16:49:38.091133","dataset"
"427","49ee65ac-f821-42f2-a1da-93c8e9024b35","qc","federated","irregular","municipal","2020-09-11T14:47:52.973214","2021-02-01T14:32:14.822880","dataset"
"428","4a182a2c-9dba-49b0-86e4-ea6c4f8d1929","phac-aspc","primary","P1W","federal","2021-02-05T19:01:24.893472","2021-02-05T19:01:24.893478","dataset"
"429","4a2c86b2-7226-429b-b9d7-5ba8e40eb19a","on","federated","unknown","provincial","2021-01-27T16:00:28.929197","2021-01-28T16:49:39.894395","dataset"
"430","4a8693e7-a938-4389-9aca-241204c25e04","statcan","primary","P1Y","federal","2021-03-29T12:43:29.909085","2021-03-29T12:43:29.909093","dataset"
"431","4a949f35-3dd9-4ad8-bcdf-9fa9711ca660","statcan","primary","P1Y","federal","2021-03-25T13:04:22.835053","2021-03-25T13:04:22.835061","dataset"
"432","4aaa8dd3-1209-4b9b-98de-c17f4fbcff04","qc","federated","not_planned","municipal","2020-09-11T14:48:09.074647","2021-02-01T14:32:16.567973","dataset"
"433","4ab9ef2e-bfaf-4d60-bcde-06cfc8fc87ed","qc","federated","irregular","municipal","2020-09-11T14:48:16.572267","2021-02-01T14:32:17.844501","dataset"
"434","4aea7984-10ec-4d4f-80e4-5bb9a0006996","qc","federated","P1Y","provincial","2020-09-11T14:48:24.141516","2021-02-01T14:32:19.610450","dataset"
"435","4b129fc1-c211-4249-83e7-a3e5a011e8fb","on","federated","P1M","provincial","2021-01-27T16:00:39.053171","2021-01-28T16:49:43.343878","dataset"
"436","4b21e252-fe89-4ea4-8257-405cfc8a9867","qc","federated","not_planned","municipal","2020-09-11T14:48:32.065812","2021-02-01T14:32:22.338521","dataset"
"437","4b60535c-514f-4cdc-b49d-4306e5dc08f2","qc","federated","P1Y","provincial","2020-09-11T14:48:39.383531","2021-02-01T14:32:23.931441","dataset"
"438","4b810704-9eaa-475a-8f91-ef287eb74acd","qc","federated","P6M","provincial","2020-09-11T14:48:48.552480","2021-02-01T14:32:25.401187","dataset"
"439","4bac66ca-da9d-4f8f-b88c-5bd930c07458","statcan","primary","as_needed","federal","2020-10-02T12:38:40.315741","2020-10-05T12:38:45.272643","dataset"
"440","4c6d8b07-af8b-46fb-8445-55f4dea10d36","statcan","primary","as_needed","federal","2020-04-29T12:40:27.618569","2020-11-27T20:53:47.380395","dataset"
"441","4c770646-3992-49c1-ae3e-231184c23f5d","pc","primary","P1Y","federal","2021-02-10T18:21:31.653241","2021-02-10T18:21:31.653249","dataset"
"442","4c85c5c2-5af9-40a0-9d97-8123ba7e4b33","qc","federated","P1Y","municipal","2020-09-11T14:49:06.913425","2021-03-03T10:00:42.653345","dataset"
"443","4cf3cb80-8afb-4c45-8ad6-0fd1a09f2e45","qc","federated","irregular","municipal","2020-09-11T14:49:15.882204","2021-02-01T14:32:30.149044","dataset"
"444","4d16113a-360b-4c10-ba81-412c619ac569","on","federated","P1Y","provincial","2021-01-27T16:00:46.344963","2021-01-28T16:49:45.629686","dataset"
"445","4d164930-da04-4752-9a7e-bd4ac2b7ea5e","cic","primary","unknown","federal","2020-12-24T17:02:45.971053","2020-12-24T17:02:45.971058","dataset"
"446","4d277b82-c4af-4431-b31d-48fcece6dd8a","jus","primary","P2W","federal","2020-08-18T18:30:42.288809","2020-08-18T18:30:42.288816","dataset"
"447","4d2854a0-8b8c-45d9-82ed-065c5394cedf","on","federated","P1Y","provincial","2021-01-27T16:00:53.095294","2021-01-28T16:49:47.247430","dataset"
"448","4d339626-98f9-49fe-aede-d64f03fa914f","on","federated","P1Y","provincial","2021-01-27T16:01:00.098876","2021-01-28T16:49:49.470496","dataset"
"449","4d59ba1b-7bfc-4118-a6b9-4f6adf454716","on","federated","P1Y","provincial","2021-01-27T16:01:07.089673","2021-01-28T16:49:51.262469","dataset"
"450","4d7fe662-aae0-4483-8162-60603e51aa11","qc","federated","P3M","municipal","2020-09-11T14:49:22.936668","2021-02-01T14:32:31.580201","dataset"
"451","4d863666-3006-48e0-8c89-59962e6526e5","on","federated","P1Y","provincial","2021-01-27T16:01:14.644542","2021-01-28T16:49:54.307609","dataset"
"452","4d991687-46e4-4218-a298-e67e652ce3f2","statcan","primary","P1Y","federal","2021-02-22T13:41:13.046719","2021-02-23T13:40:02.023709","dataset"
"453","4dd64c98-b12a-49c7-be29-21c77d22b675","statcan","primary","unknown","federal","2020-04-20T18:30:35.397509","2020-04-20T18:30:35.397556","dataset"
"454","4df71b61-382d-40d3-afa1-dfc6ead233a4","statcan","primary","P1Y","federal","2021-03-30T12:41:26.289339","2021-03-30T12:41:26.289346","dataset"
"455","4e18aff7-331b-4986-a857-8c16d0b7a4d3","qc","federated","P1Y","provincial","2020-09-11T14:49:30.797105","2021-02-01T14:32:33.600656","dataset"
"456","4e2937c1-fe32-4647-9aec-139a9c042fe8","on","federated","not_planned","provincial","2021-01-27T16:01:22.373994","2021-01-28T16:49:56.129728","dataset"
"457","4e5c1cac-16fc-4c35-9c40-3b5a8891a945","statcan","primary","as_needed","federal","2021-03-17T12:39:25.985830","2021-03-23T15:01:06.091694","dataset"
"458","4e92a8c7-7ada-4931-b2be-602c3bfbb0df","on","federated","P1Y","provincial","2021-01-27T16:01:29.539528","2021-01-28T16:49:57.819247","dataset"
"459","4ea7cdf2-4465-416f-b5fe-da2433cc380c","on","federated","P1Y","provincial","2021-01-27T16:01:36.408048","2021-01-28T16:49:59.617647","dataset"
"460","4eb6f99f-fbe6-43d9-95c1-4c623cc747e5","tc","primary","P1Y","federal","2020-06-26T18:01:11.437107","2020-06-26T18:01:11.437113","dataset"
"461","4eb88dc1-b6e9-4d1c-af85-bd8fc5b35aaa","cra-arc","primary","P1Y","federal","2020-12-07T21:51:03.926052","2020-12-07T21:51:03.926059","dataset"
"462","4ec5702d-c307-4e7d-a858-5f40e019d821","qc","federated","irregular","municipal","2020-09-11T14:49:37.754225","2021-02-01T14:32:35.243505","dataset"
"463","4ec59af5-ce1d-486c-b62a-53c41bc66a0c","statcan","primary","P1M","federal","2020-04-09T12:39:16.407644","2021-03-23T14:59:59.581736","dataset"
"464","4edb1439-73b9-41f8-b6bc-b53f57c28b48","on","federated","P1Y","provincial","2021-01-27T16:01:43.362891","2021-01-28T16:50:01.379194","dataset"
"465","4edcd678-6f24-4064-970b-b7254fc6671e","on","federated","P3M","provincial","2021-01-27T16:01:50.535625","2021-01-28T16:50:02.925006","dataset"
"466","4f5ac757-61a1-4158-9a0f-9319cc4b1e94","on","federated","as_needed","provincial","2021-01-27T16:02:00.788572","2021-01-28T16:50:04.506676","dataset"
"467","4f6122d7-d3e5-41e2-8cfa-ba02ead9329e","on","federated","P1M","provincial","2021-01-27T16:02:07.758597","2021-03-10T08:00:34.980737","dataset"
"468","4f6d0489-adea-43ed-a19f-62355d1e9d66","dfatd-maecd","primary","P1D","federal","2020-06-04T12:10:46.065633","2021-03-30T11:11:03.071144","dataset"
"469","50085134-9195-4130-9131-f61a66a4b657","qc","federated","irregular","municipal","2020-09-11T14:49:45.062573","2021-02-01T14:32:36.868461","dataset"
"470","500fe487-3c6a-4a35-8c35-2ebc74819a68","qc","federated","P1Y","municipal","2020-09-11T14:49:53.756132","2021-02-01T14:32:41.542517","dataset"
"471","508edfe7-0cba-4d76-afe8-d19e42e9df8a","pwgsc-tpsgc","primary","as_needed","federal","2020-07-28T17:40:43.369479","2021-02-10T13:21:55.699999","dataset"
"472","51109b53-9ef9-4d8b-af19-a0f729facb19","on","federated","P1Y","provincial","2021-01-27T16:02:14.795787","2021-01-28T16:50:07.903071","dataset"
"473","5114a425-b49e-4348-af25-25b4fbbe2a17","atssc-scdata","primary","as_needed","federal","2020-09-17T13:10:50.020754","2020-09-17T13:10:50.020760","dataset"
"474","5115de69-76b1-444e-9409-ebcaa3f3f1d0","qc","federated","irregular","municipal","2020-09-11T14:50:07.417216","2021-02-01T14:32:42.986835","dataset"
"475","513af67b-f5db-4703-a828-5135c072beb9","qc","federated","irregular","municipal","2020-09-11T14:50:15.604505","2021-02-01T14:32:45.539023","dataset"
"476","515374ee-ce34-464f-9875-7d1af3fa9b2a","qc","federated","P1D","provincial","2020-09-11T14:50:22.919406","2021-02-01T14:32:47.446949","dataset"
"477","517947c9-da5a-43db-a3d7-fa3eaac314ff","on","federated","P1Y","provincial","2021-01-27T16:02:21.657490","2021-01-28T16:50:09.503938","dataset"
"478","519c7651-6fff-4cca-bcc4-3d947c0ec85b","nrcan-rncan","primary","P1Y","federal","2020-12-23T20:12:45.929976","2020-12-23T20:12:45.929982","dataset"
"479","51d8746c-c283-49af-ac97-a0b3abfe550a","qc","federated","P1M","provincial","2020-09-11T14:50:30.495399","2021-03-10T10:01:06.697823","dataset"
"480","5200adaa-075d-458d-b384-33c1a807cd74","statcan","primary","P1Y","federal","2020-06-25T12:38:28.258836","2020-06-26T12:38:33.582952","dataset"
"481","5208b40d-e88e-4d58-9e01-bf7121b45984","qc","federated","P2Y","provincial","2020-09-11T14:50:40.529082","2021-02-01T14:32:55.208025","dataset"
"482","523e5c33-d282-4039-a0ce-794ed870274a","on","federated","as_needed","provincial","2021-01-27T16:02:29.593771","2021-01-28T16:50:11.120068","dataset"
"483","52852a7f-c247-4569-b067-e9a6e0439a65","statcan","primary","as_needed","federal","2021-03-05T13:39:16.922058","2021-03-08T13:41:02.973263","dataset"
"484","529376d6-b8de-47f2-a3d0-05cd9a767110","on","federated","as_needed","provincial","2021-01-27T16:02:36.665015","2021-01-28T16:50:12.710095","dataset"
"485","53038b64-4389-4422-9ab5-b34184c2f58e","qc","federated","P1Y","provincial","2020-09-11T14:50:47.683234","2021-02-01T14:32:56.926850","dataset"
"486","53396342-b5a4-4264-920f-406e8fb7e651","statcan","primary","P1W","federal","2020-11-27T20:25:08.771971","2021-03-11T13:39:01.898782","dataset"
"487","536799cd-ae0c-4aed-bae8-fa32ddd31beb","qc","federated","irregular","municipal","2020-09-11T14:50:54.822056","2021-02-01T14:32:58.230545","dataset"
"488","53f8ab93-ab62-486a-b563-1381224fcbc7","ic","primary","P1Y","federal","2020-12-07T21:50:49.684418","2020-12-07T21:50:49.684425","dataset"
"489","543fe07a-fd79-40e9-a829-ccd697526765","statcan","primary","irregular","federal","2020-04-20T18:30:44.168249","2020-04-23T13:00:47.070579","dataset"
"490","544b67fe-e2b8-43c3-9d58-2a3912d92b23","csec-cstc","primary","P1Y","federal","2020-12-23T21:10:34.514359","2021-01-25T21:11:14.445163","dataset"
"491","5462153c-7a1a-4578-87fe-fba0f86ceaba","nrcan-rncan","primary","P1Y","federal","2020-12-23T20:13:06.167121","2020-12-23T20:13:06.167126","dataset"
"492","5472ffc1-88e2-48ca-bc9f-4aa249c1298d","on","federated","as_needed","provincial","2021-02-10T19:46:22.952287","2021-03-24T08:00:36.870541","dataset"
"493","548df19e-93c4-42e0-9c35-3984c3cdbe96","qc","federated","not_planned","municipal","2020-09-11T14:51:13.638082","2021-02-01T14:32:59.882252","dataset"
"494","54b2218a-2a94-4b27-9fbf-1b19f70e124c","qc","federated","P1Y","provincial","2020-09-11T14:51:21.220947","2021-02-01T14:33:01.695797","dataset"
"495","54c02e47-9897-44d9-9a71-77871dc0dbc2","cgc-ccg","primary","irregular","federal","2021-02-22T19:10:58.614879","2021-02-22T19:10:58.614886","dataset"
"496","54db75c7-1ea9-47a0-8fe9-b043e3d790bf","on","federated","P1Y","provincial","2021-01-27T16:02:43.816921","2021-01-28T16:50:14.386494","dataset"
"497","54e855ec-3434-422e-933e-a32826cae895","statcan","primary","P1Y","federal","2021-03-10T13:39:19.500252","2021-03-11T13:39:54.492693","dataset"
"498","55055abc-0fb5-45fb-bd14-efbbebba0208","nrcan-rncan","primary","P1Y","federal","2020-12-17T20:51:39.551145","2020-12-17T20:51:39.551153","dataset"
"499","550eda45-15ae-4d15-8307-42cb814e154e","on","federated","as_needed","provincial","2021-01-27T16:02:50.739329","2021-01-28T16:50:16.200306","dataset"
"500","5514bf8b-74ab-4779-a304-69df9e54ecda","pco-bcp","primary","not_planned","federal","2020-08-14T15:20:26.360146","2020-08-14T15:20:26.360151","dataset"
"501","5518ca72-06b8-4a01-910d-cd0392f7ebde","statcan","primary","as_needed","federal","2020-04-29T12:37:46.477412","2020-11-27T20:38:53.175818","dataset"
"502","5564fc0b-3fe1-4214-9690-af228d15a93f","qc","federated","not_planned","municipal","2020-09-11T14:51:29.425129","2021-02-01T14:33:03.889091","dataset"
"503","55a1a627-bc86-4f1c-940e-20131c678021","qc","federated","irregular","municipal","2020-09-11T14:51:37.850303","2021-02-01T14:33:05.683287","dataset"
"504","55c7440e-0bd1-401d-88ef-a9fb099ae50e","qc","federated","P1Y","provincial","2020-09-11T14:51:46.038295","2021-02-01T14:33:07.597673","dataset"
"505","55c8612b-f20a-407b-b642-2081ebffbf2f","statcan","primary","P3M","federal","2020-06-09T12:37:56.929960","2021-02-25T13:39:37.865127","dataset"
"506","56010acf-1571-4cb4-aa93-c768d4103a09","tc","primary","P1Y","federal","2020-06-26T18:00:16.149226","2020-06-26T18:00:16.149232","dataset"
"507","563ba557-0169-4a20-af19-1849b4e76e71","on","federated","as_needed","provincial","2021-01-27T16:02:57.930302","2021-01-28T16:50:18.259688","dataset"
"508","56430dd5-962b-4ee3-a831-2efd27080bb0","qc","federated","P1Y","provincial","2020-09-11T14:51:53.673500","2021-02-01T14:33:09.380388","dataset"
"509","56633f27-c64c-47f7-8084-a40d67a2b542","statcan","primary","P6M","federal","2020-08-13T12:39:10.404100","2020-11-27T20:36:49.602770","dataset"
"510","568a0ee1-84e9-46ad-bd41-f57817ac6f5d","on","federated","P1Y","provincial","2021-01-27T16:03:05.300674","2021-01-28T16:50:20.217997","dataset"
"511","56d12085-a546-44ea-8e06-1cb20e50deb0","on","federated","P1Y","provincial","2021-01-27T16:03:12.731113","2021-01-28T16:50:21.772309","dataset"
"512","56eb8de7-919c-4266-860b-8a001fb877bb","statcan","primary","P1M","federal","2020-12-22T13:40:19.223229","2021-03-30T12:44:12.681356","dataset"
"513","570ae2a1-3665-4196-9ee0-bb5417d5a08f","qc","federated","P1M","municipal","2020-09-11T14:52:01.136159","2021-03-24T10:01:04.327536","dataset"
"514","5756f3e2-41b8-436f-b987-f2bac1e71624","statcan","primary","P1Y","federal","2020-04-24T12:38:12.266878","2020-04-27T12:38:14.215886","dataset"
"515","5767539e-e91b-43e9-bafa-8eee45611c48","statcan","primary","P1Y","federal","2021-01-26T13:40:49.687385","2021-02-04T13:42:51.814146","dataset"
"516","5768c1e3-1964-4a20-a465-cd3bdd269fff","qc","federated","P6M","municipal","2020-09-11T14:52:09.118440","2021-02-01T14:33:12.543614","dataset"
"517","57a61af3-6375-4db3-9eb6-0eef278dac14","on","federated","P1Y","provincial","2021-01-27T16:03:19.703846","2021-01-28T16:50:23.374001","dataset"
"518","57d69a05-a18d-438d-99d9-90003f6088e0","qc","federated","irregular","municipal","2020-09-11T14:52:24.440144","2021-02-01T14:33:13.942948","dataset"
"519","5814c88b-45ec-458e-84b5-7dd68f7593ae","statcan","primary","as_needed","federal","2020-04-29T12:37:50.608030","2020-11-27T20:38:55.081817","dataset"
"520","5829b5b0-ea6f-476f-be94-bc2b8797769a","qc","federated","P1D","municipal","2020-09-11T14:52:31.480646","2021-03-24T10:01:06.598847","dataset"
"521","585221d3-9c49-4d07-b1d4-5b30928bdb7d","on","federated","P1Y","provincial","2021-01-27T16:03:27.117348","2021-01-28T16:50:25.420305","dataset"
"522","5865ee29-9b1e-4f29-a6d5-abc93423a88d","qc","federated","P1M","municipal","2020-09-11T14:52:38.579342","2021-02-01T14:33:17.508163","dataset"
"523","5866f832-676d-4b07-be6a-e99c21eb17e4","qc","federated","P1D","municipal","2020-09-11T14:52:46.485514","2021-03-24T10:01:09.102927","dataset"
"524","58aa2d75-ff59-4a8e-91cc-70d4765e307f","statcan","primary","as_needed","federal","2020-07-23T12:38:48.098868","2020-07-24T12:38:49.993854","dataset"
"525","58fe2507-e1bd-48e6-8ae8-f4b993e5c870","qc","federated","P1Y","municipal","2020-09-11T14:52:54.195278","2021-02-01T14:33:22.645706","dataset"
"526","59162fdd-9c09-4b9a-8924-4e8f98867a21","qc","federated","as_needed","municipal","2020-09-11T14:53:01.725398","2021-02-01T14:33:24.447429","dataset"
"527","59283e5e-7a98-4f9c-b07a-4bd9480a3250","qc","federated","not_planned","municipal","2020-09-11T14:53:09.619778","2021-02-01T14:33:26.077573","dataset"
"528","59388a3d-638e-476e-b904-c332ed642031","on","federated","P1Y","provincial","2021-01-27T16:03:36.324821","2021-01-28T16:50:27.902026","dataset"
"529","595c2488-052a-48f3-830f-9684f34a0ae9","statcan","primary","as_needed","federal","2021-03-16T12:44:41.374582","2021-03-16T12:44:41.374590","dataset"
"530","597ecc41-404b-4782-b66b-d16c542a631e","qc","federated","P1Y","provincial","2020-09-11T14:53:16.657692","2021-02-01T14:33:27.575527","dataset"
"531","5a4f4ac8-404d-464f-adad-ebaea9cf9058","cfia-acia","primary","not_planned","federal","2021-03-26T12:21:08.171125","2021-03-26T12:21:08.171131","dataset"
"532","5a6de2de-ec0c-4919-83bf-7660cd6c6135","qc","federated","P1D","municipal","2020-09-11T14:53:23.472872","2021-02-01T14:33:29.284956","dataset"
"533","5a7e6439-c50f-436f-9339-df029eb2a9dd","qc","federated","not_planned","municipal","2020-09-11T14:53:30.536673","2021-02-01T14:33:30.841136","dataset"
"534","5a9cdaa5-c5f2-4756-b235-809475bd6d73","on","federated","P1Y","provincial","2021-01-27T16:03:46.406194","2021-01-28T16:50:29.398618","dataset"
"535","5a9fde0c-dc14-44ca-ab23-c42b482e1d54","statcan","primary","as_needed","federal","2021-03-05T13:41:37.467046","2021-03-08T13:48:12.538109","dataset"
"536","5ab8cf6a-0584-417d-9ca2-1798910a3859","statcan","primary","as_needed","federal","2020-08-21T12:39:10.628408","2020-09-30T12:39:04.885406","dataset"
"537","5ae667e6-ca79-4b07-b369-9947e5140534","qc","federated","P1D","municipal","2020-09-11T14:53:37.282226","2021-02-01T14:33:32.496357","dataset"
"538","5b03996d-86ba-4ec3-996e-12cc9dea0d54","cic","primary","as_needed","federal","2020-04-16T12:50:47.188649","2020-04-16T13:30:50.483087","dataset"
"539","5b17d434-5e86-49bb-a839-9d5b4202bf01","on","federated","as_needed","provincial","2021-01-27T16:03:53.956700","2021-01-28T16:50:30.996723","dataset"
"540","5b5356e9-21fe-437a-ac74-995b09dc67c6","qc","federated","irregular","municipal","2020-09-11T14:53:44.389940","2021-02-01T14:33:34.009597","dataset"
"541","5bb2342c-13a0-49e4-9039-ad0309d430ef","statcan","primary","as_needed","federal","2021-03-17T12:40:19.675873","2021-03-23T15:00:54.365928","dataset"
"542","5bf54477-6147-413f-bab0-312f06fcb388","on","federated","P1D","provincial","2021-01-27T16:04:00.944577","2021-03-24T08:00:40.955091","dataset"
"543","5bfbd75f-7531-48c2-b6b6-072284f7b9e7","qc","federated","P1W","municipal","2020-09-11T14:53:59.871937","2021-03-24T10:01:12.228862","dataset"
"544","5c2c4776-56bf-4233-9bc8-ab765f080caf","on","federated","P1Y","provincial","2021-01-27T16:04:08.123228","2021-01-28T16:50:34.463963","dataset"
"545","5c627001-5945-4769-bd8a-41a1cb6065df","qc","federated","P1Y","municipal","2020-09-11T14:54:07.341344","2021-02-01T14:33:39.728833","dataset"
"546","5c798bfd-3e85-4120-bfe9-dd2c4b4c6c19","qc","federated","irregular","municipal","2020-09-11T14:54:14.839071","2021-03-10T10:01:27.431667","dataset"
"547","5c829a81-9f56-4404-845d-3ea03e457e97","on","federated","P1Y","provincial","2021-01-27T16:04:15.389662","2021-01-28T16:50:36.442994","dataset"
"548","5c9d2715-afd1-433b-b868-c390c20cb8fa","qc","federated","P1Y","provincial","2020-09-23T18:25:36.837215","2021-02-01T14:33:44.591073","dataset"
"549","5cc3989e-442b-4f25-8049-d39d44421d6f","qc","federated","as_needed","municipal","2020-09-11T14:54:22.782705","2021-02-01T14:33:46.673976","dataset"
"550","5cc53214-58b5-451b-a453-895d347ad906","on","federated","P1Y","provincial","2021-01-27T16:04:22.185579","2021-01-28T16:50:37.962134","dataset"
"551","5cf0220b-c149-43c4-ac23-758c55648584","qc","federated","P1M","municipal","2020-09-11T14:54:29.393627","2021-03-03T10:01:00.648865","dataset"
"552","5cf1749b-a167-4a77-bde3-90a02085c81a","qc","federated","P1Y","provincial","2020-09-11T14:54:36.100750","2021-02-01T14:33:49.952241","dataset"
"553","5d00661a-b662-4027-a61a-1a6969f16598","on","federated","P1Y","provincial","2021-01-27T16:04:28.903793","2021-01-28T16:50:39.550070","dataset"
"554","5d02e0ea-0a60-4cc6-9718-eae9bbd01714","qc","federated","P1Y","provincial","2020-09-11T14:54:44.030164","2021-02-01T14:33:51.640613","dataset"
"555","5d0941ea-39c2-4d8a-9009-7b2ff5a94cf2","qc","federated","P1Y","provincial","2020-09-11T14:54:51.323049","2021-02-01T14:33:54.030959","dataset"
"556","5d0b1051-fdb0-4794-bca6-71662cb4e092","statcan","primary","P1M","federal","2021-01-25T13:39:15.420676","2021-03-16T12:39:57.095075","dataset"
"557","5d757990-d81c-4faa-8652-c891b4cd5cc8","statcan","primary","P1Y","federal","2021-03-29T12:43:38.756157","2021-03-29T12:43:38.756167","dataset"
"558","5daf5d61-60db-4222-95a5-ad66808d9f1a","statcan","primary","as_needed","federal","2020-05-22T12:39:03.313679","2021-03-08T13:42:23.025592","dataset"
"559","5dca3680-f75e-4789-a125-dcd7ecfb021c","qc","federated","P1Y","provincial","2020-09-11T14:54:58.290132","2021-02-01T14:33:55.533207","dataset"
"560","5dca4778-8104-48e4-944a-681fbf77ef2e","on","federated","P1Y","provincial","2021-01-27T16:04:37.590872","2021-01-28T16:50:46.079232","dataset"
"561","5e6bcbab-ec2c-44da-9dfe-39a64ace193e","qc","federated","irregular","municipal","2020-09-11T14:55:05.421339","2021-02-01T14:33:57.533723","dataset"
"562","5e742add-ee73-4780-90a2-a0f45eb27ded","statcan","primary","as_needed","federal","2020-07-03T12:39:57.356858","2020-09-18T12:56:23.438961","dataset"
"563","5e89fabc-20a8-4c91-bab5-7863801c997e","statcan","primary","P1Y","federal","2021-03-30T12:41:23.186565","2021-03-30T12:41:23.186573","dataset"
"564","5e915423-95ee-40ec-960d-b0e68224cb50","on","federated","P1Y","provincial","2021-01-27T16:04:44.295114","2021-01-28T16:50:47.628055","dataset"
"565","5e976319-9769-4f77-aab9-d170e0131efe","on","federated","P1Y","provincial","2021-01-27T16:04:51.103994","2021-01-28T16:50:49.257539","dataset"
"566","5ec7e224-ea6e-4d86-b103-59584c7b48a2","on","federated","P1Y","provincial","2021-01-27T16:04:59.612985","2021-01-28T16:50:55.102622","dataset"
"567","5ed944c5-c13e-4df9-a977-72f03578023e","qc","federated","as_needed","municipal","2020-09-11T14:55:12.556958","2021-02-01T14:33:59.168726","dataset"
"568","5ee633c6-b4f6-4b0f-8b6e-72f833b86adb","qc","federated","P1D","municipal","2020-09-11T14:55:20.670314","2021-02-01T14:34:01.221584","dataset"
"569","5f0c3532-6e42-4ed7-a92c-ecde22bfea06","on","federated","P1Y","provincial","2021-01-27T16:05:07.948060","2021-01-28T16:50:59.091639","dataset"
"570","5f28e8ba-a1c0-417f-94d2-2344e938f4f4","qc","federated","P1Y","provincial","2020-09-11T14:55:28.090395","2021-02-01T14:34:03.142088","dataset"
"571","5f3e4689-aec1-4579-9690-70d32d647aff","on","federated","P1Y","provincial","2021-01-27T16:05:15.170809","2021-01-28T16:51:01.840609","dataset"
"572","5f4938d9-6343-4550-a3b4-3670ccf88257","cra-arc","primary","P1M","federal","2021-01-22T17:50:37.265566","2021-01-22T17:50:37.265572","dataset"
"573","5f4bf3ee-f47a-4157-86ed-7ed985154d56","qc","federated","irregular","provincial","2020-09-11T14:55:36.656013","2021-02-01T14:34:06.666956","dataset"
"574","5f6aac88-8be6-48c3-897a-ffb7544e2ebd","qc","federated","P1Y","provincial","2020-09-11T14:55:45.003293","2021-02-01T14:34:08.097600","dataset"
"575","5fa90c65-8624-4451-9dbe-8c410031611c","on","federated","P1Y","provincial","2021-01-27T16:05:22.194911","2021-01-28T16:51:03.429704","dataset"
"576","5fc7016b-0c85-4016-8e3f-14c8a13d2158","on","federated","P1Y","provincial","2021-01-27T16:05:29.168312","2021-01-28T16:51:05.291214","dataset"
"577","6016cdbe-1cd0-4f75-9667-bc3c390ebb93","qc","federated","P1Y","provincial","2021-02-01T16:51:40.119646","2021-02-01T16:51:40.119654","dataset"
