,ID,org,title,collection,date_created,date_last_mod
142,d77abf51-4ac4-4baa-bd18-a36fb68c6db3,statcan,"Asset management practices for municipally owned wastewater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:43:02.887001,2021-02-04T13:47:00.112980
143,d5d065e3-867a-4638-a96a-68744089f791,statcan,"Inventory of publicly owned wastewater assets by year of completed construction, urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:42:48.929758,2021-02-04T13:41:35.100094
144,768708da-c047-4235-a5e5-6b727cfd1fa2,statcan,"Inventory of publicly owned wastewater assets by year of completed construction, Infrastructure Canada",primary,2018-11-14T13:42:08.461171,2021-02-04T13:41:33.346887
145,03b5f858-1225-44dd-9d69-d7cb38db0d27,statcan,"Average expected useful life of new municipally owned wastewater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:41:50.277567,2021-02-04T13:41:27.439693
146,37820fd7-a6d8-43ca-9583-64f2363bc0a3,statcan,"Municipal owners whose wastewater system needs to be upgraded to meet effluent quality standards of the Federal Wastewater Systems Effluent Regulations, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:41:33.077634,2021-02-04T13:47:07.897348
147,e7479176-1dbb-4a93-85a3-1e03e22594f9,statcan,"Information system(s) used for management for municipally owned wastewater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:41:11.821274,2021-02-04T13:47:03.922936
148,f12c4374-b753-4fd1-b55e-86e5e7b11afe,statcan,"Average expected useful life of new publicly owned wastewater assets, Infrastructure Canada",primary,2018-11-14T13:41:01.052209,2021-02-04T13:41:25.717435
149,15047401-ba3d-41c4-b6f7-61d7ae3ba2e1,statcan,"Inventory of municipally owned wastewater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:40:42.620853,2021-02-04T13:41:38.746983
150,4c408ad9-d44d-492c-aa2e-040dce879499,statcan,"Inventory of publicly owned wastewater assets, Infrastructure Canada",primary,2018-11-14T13:40:21.036720,2021-02-04T13:41:36.908168
151,6d67c4f4-c36f-41a8-b3ab-fc35c4ae6ce8,statcan,"Inventory distribution of municipally owned wastewater assets by physical condition rating, urban and rural, and population size, Infrastructure Canada",primary,2018-11-14T13:39:46.868549,2021-02-04T13:41:31.404922
152,0b598a2a-fe66-4436-9e58-12730125829f,statcan,"Inventory distribution of publicly owned wastewater assets by physical condition rating, Infrastructure Canada",primary,2018-11-14T13:39:23.483442,2021-02-04T13:41:29.322837
153,7b4edcf0-955d-4f9a-b27d-c37eeb800cde,statcan,"Number of graduates from secondary schools, by school type and program type",primary,2018-11-02T12:42:48.912413,2020-10-19T12:40:29.783372
154,0323cc5a-c8b0-43c9-a3fc-99c6dc660138,statcan,"Number of students in elementary and secondary schools, by school type and program type",primary,2018-11-02T12:41:31.765785,2020-10-19T12:38:30.419842
155,7d86ecdf-ac1e-469a-8403-e194e20dbabf,statcan,"Number of students in Indigenous language programs, public elementary and secondary schools, by program type",primary,2018-11-02T12:41:03.719859,2020-11-27T20:47:24.958740
156,68653891-875d-4cf6-8401-8b03d3596462,statcan,"Information system(s) used for management for municipally owned stormwater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:43:51.771677,2021-02-04T13:41:42.124221
157,f03384ec-35d6-410f-ad65-3b7ef9fd6041,statcan,"Inventory distribution of publicly owned potable water assets by physical condition rating, Infrastructure Canada",primary,2018-11-01T12:43:15.425595,2021-02-04T13:41:21.533069
158,e0e0c66a-7455-4bcd-9e35-6b8ea9015693,statcan,"Municipal owners of potable water assets by precautionary drinking water advisories issued, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:43:14.871995,2021-02-04T13:41:04.497323
159,debb739b-37d2-46dd-b91e-78a4c087e0e1,statcan,"Inventory of publicly owned potable water assets by year of completed construction, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:42:52.224614,2021-02-04T13:41:19.280886
160,26f77d17-4cb5-4e8d-9eba-205a0df72d36,statcan,"Inventory of publicly owned potable water assets, Infrastructure Canada",primary,2018-11-01T12:42:43.790231,2021-02-04T13:41:15.362604
161,1e7bd5b6-dfea-4ed2-9328-bf2b7594b428,statcan,"Information system(s) usage for management of publicly owned stormwater assets, Infrastructure Canada",primary,2018-11-01T12:42:32.929155,2021-02-04T13:41:40.437861
162,c2a58572-4568-423a-8654-29f4feebbbf5,statcan,"Average expected useful life of new municipally owned potable water assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:42:18.986642,2021-02-04T13:41:13.370697
163,8bfc186e-1890-4338-8a26-e6fff2d07e1b,statcan,"Inventory distribution of municipally owned potable water assets by physical condition rating, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:41:51.976806,2021-02-04T13:41:23.780265
164,763ed42f-8bde-493e-857c-a8eee74ad6ce,statcan,"Average expected useful life of new publicly owned stormwater assets, Infrastructure Canada",primary,2018-11-01T12:41:46.724641,2021-02-04T13:46:38.185614
165,2e2f4e07-8bf6-413d-b455-b57f6696d97a,statcan,"Inventory of publicly owned potable water assets by year of completed construction, Infrastructure Canada",primary,2018-11-01T12:41:32.959126,2020-11-27T20:32:43.062156
166,256cb79f-4e1b-4f3d-a938-a061adabb0f9,statcan,"Average expected useful life of new municipally owned stormwater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:41:23.400683,2021-02-04T13:46:27.124637
167,0427d0f6-d8e5-46a1-98e5-a60cf516c918,statcan,"Inventory of municipally owned potable water assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:41:20.689589,2021-02-04T13:41:17.448064
168,657108cf-52ae-4f97-b24d-46ae2df81f6b,statcan,"Inventory of publicly owned stormwater assets by year of completed construction, Infrastructure Canada",primary,2018-11-01T12:41:13.313097,2021-02-04T13:46:16.758978
169,1613260a-49df-4f83-bc0a-cb2b6a7501dc,statcan,"Average expected useful life of new publicly owned potable water assets, Infrastructure Canada",primary,2018-11-01T12:41:00.004722,2021-02-04T13:41:11.336789
170,4032856a-58c6-4d75-bfbb-b6aeec8d51e2,statcan,"Inventory of municipally owned storm water assets by year of completed construction, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:40:50.195570,2021-02-04T13:46:14.934627
171,a51cc1ac-3635-4c8c-9147-070ac47e0195,statcan,"Municipal owners of potable water assets by drinking water advisories that exceeded 15 days, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:40:37.554621,2021-02-04T13:40:48.231784
172,01992586-cce8-4d01-8e0b-462382cee808,statcan,"Inventory distribution of publicly owned stormwater assets by physical condition rating, Infrastructure Canada",primary,2018-11-01T12:40:36.177722,2021-02-04T13:46:41.709965
173,5d8f21dc-13a3-4b03-9626-235a9de8da49,statcan,"Inventory distribution of municipally owned stormwater assets by physical condition rating, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:40:23.468735,2021-02-04T13:46:39.982810
174,884559e4-9e3f-4ef2-99c7-cac93ee52979,statcan,"Public owners of potable water assets by drinking water advisories that exceeded 15 days, Infrastructure Canada",primary,2018-11-01T12:40:13.768734,2021-02-04T13:40:45.751998
175,ae8fe4a6-71be-4860-beb5-4995e9857339,statcan,"Inventory of publicly owned stormwater assets, Infrastructure Canada",primary,2018-11-01T12:40:03.886660,2021-02-04T13:46:20.614770
176,b80852b3-0c81-4508-b283-433d321b417f,statcan,"Inventory of municipally owned stormwater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:39:50.566738,2021-02-04T13:46:18.840517
177,5ef69a7d-392c-41c0-b4fd-e9166dd5f93b,statcan,"Public owners of potable water assets by drinking water advisories issued, Infrastructure Canada",primary,2018-11-01T12:39:37.285714,2021-02-04T13:40:58.582887
178,5f5a2460-eb38-495d-a19d-faf0ae130dbc,statcan,"Asset management practices for publicly owned stormwater assets, Infrastructure Canada",primary,2018-11-01T12:39:30.510258,2021-02-04T13:46:13.204730
179,6536f430-728d-4072-822b-55ff8910de7e,statcan,"Asset management practices for municipally owned stormwater assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:39:16.699622,2021-02-04T13:46:11.371786
180,fb3b96f5-4f48-4ae3-8e0a-28775bd4c0d9,statcan,"Information system(s) used for management for municipally owned potable water assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:39:10.936025,2021-02-04T13:40:56.631293
181,1755e937-e28b-46fb-b8e7-b4a453e81108,statcan,"Asset management practices for publicly owned potable water assets, Infrastructure Canada",primary,2018-11-01T12:38:47.294153,2021-02-04T13:40:50.272989
182,385c7d09-5c87-4c9d-88b6-ce1cf8f1fc8b,statcan,"Public owners of potable water assets by precautionary drinking water advisories issued, Infrastructure Canada",primary,2018-11-01T12:38:32.558263,2021-02-04T13:41:02.620712
183,dfad7f63-e956-4e27-882a-29157541e60d,statcan,"Municipal owners of potable water assets by drinking water advisories issued, urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:38:17.404938,2021-02-04T13:41:00.574944
184,0054fb0f-e183-4a8f-b0d7-bf423e97275a,statcan,"Information system(s) usage for management of publicly owned potable water assets, Infrastructure Canada",primary,2018-11-01T12:37:49.248841,2021-02-04T13:40:54.668679
185,dad22449-f8ff-41be-9ac3-d502acb35398,statcan,"Asset management practices for municipally owned potable water assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-11-01T12:37:31.846943,2021-02-04T13:40:52.236385
186,1acb3485-2d58-406d-873d-2927475ca75f,statcan,"Overweight and obesity based on measured body mass index, by age group and sex",primary,2018-10-24T12:40:25.017645,2020-10-15T12:39:44.977453
187,dca58ff4-b6a1-44a8-80e3-e9d5ea5c8f9e,statcan,Cyber security measures enterprises have in place by industry and size of enterprise,primary,2018-10-19T13:18:29.728812,2020-10-21T12:39:02.579880
188,60235bc9-c463-4d08-a9fc-0ce9ef0006db,statcan,Reporting of cyber security incidents to a police service by industry and size of enterprise,primary,2018-10-19T13:15:32.107920,2020-10-21T12:39:38.140362
189,4d37d5a3-cd2d-4564-ab83-73bc50ba7a7e,statcan,Types of cyber security incidents that impact enterprises by industry and size of enterprise,primary,2018-10-19T13:15:14.302011,2020-10-21T12:39:36.328761
190,d2966ec0-155c-4476-93b0-9cdd4e61f76b,statcan,Main reasons enterprises spend time or money on cyber security by industry and size of enterprise,primary,2018-10-19T13:12:07.609715,2020-10-21T12:39:53.430035
191,b05bd461-4f1a-43c7-92e1-cffa190134c1,statcan,"Age-specific five-year net survival estimates for selected cancers with age distributions of cases skewed to older ages, by sex, three years combined",primary,2018-09-19T12:39:07.412847,2020-11-30T13:41:14.559592
192,ea27fbbc-aaca-48e2-b03e-8977e1056983,statcan,"Age-specific five-year net survival estimates for primary sites of cancer, by sex, three years combined",primary,2018-09-19T12:38:49.408866,2020-11-30T13:41:16.233959
193,5e88f7fd-268d-46ad-a367-8b83d9c5db2b,statcan,"Age-standardized five-year net survival estimates for primary sites of cancer, by sex, three years combined",primary,2018-09-19T12:38:24.258347,2020-11-30T13:40:04.014998
194,6d906525-6321-41b6-9a26-9e6b6aa499af,statcan,"Age-standardized and all-ages five-year net survival estimates for selected primary sites of cancer, by sex, three years combined, by province",primary,2018-09-19T12:38:11.337469,2020-11-30T13:40:05.887829
195,d46e5577-7d13-4639-b6ef-d8bd72ce6996,statcan,"Information system(s) usage for management of publicly owned road assets, Infrastructure Canada",primary,2018-08-24T12:45:36.820056,2020-10-27T12:39:03.546866
196,d7ec1417-c36d-436c-9a80-2819aaf237e6,statcan,"Information system(s) used for management for municipally owned road assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:45:15.785191,2020-10-27T12:39:01.364112
197,56859bec-78e9-45eb-a694-29a38c7a433f,statcan,"Average expected useful life of new publicly owned road assets, Infrastructure Canada",primary,2018-08-24T12:45:03.289833,2020-10-27T12:38:55.176470
198,05894beb-fd12-4e8e-b72d-e4e61e22a92b,statcan,"Average expected useful life of new municipally owned bridge and tunnel assets, Infrastructure Canada",primary,2018-08-24T12:44:58.759079,2020-10-27T12:39:30.303274
199,25db806a-5b5f-458b-af33-4a9c3a02beee,statcan,"Average expected useful life of new municipally owned road assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:44:42.476031,2020-10-27T12:38:53.194695
200,f10fd3a4-7ca8-4fc7-87a8-39a180ca2a3b,statcan,"Asset management practices for publicly owned road assets, Infrastructure Canada",primary,2018-08-24T12:44:37.762234,2020-10-27T12:39:08.080409
201,1736e3b5-7968-44f6-985d-a798e8928360,statcan,"Asset management practices for municipally owned road assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:44:25.634811,2020-10-27T12:39:06.051846
202,ec136e61-93e5-4ea4-a987-172bb08386ce,statcan,"Inventory distribution of publicly owned road assets by physical condition rating, Infrastructure Canada",primary,2018-08-24T12:44:05.803857,2020-10-27T12:38:59.263107
203,1b6e41cf-aa43-45e7-823f-0aef49cf56e6,statcan,"Inventory distribution of municipally owned road assets by physical condition rating, urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:43:54.193468,2020-10-27T12:38:57.407982
204,86efea85-44ef-4888-9a67-cc5fcf63d12e,statcan,"Inventory of publicly owned road assets by year of completed construction, Infrastructure Canada",primary,2018-08-24T12:43:45.339016,2020-10-27T12:40:01.521429
205,c18b1a08-dd07-415c-8656-84e29aab81c8,statcan,"Inventory of publicly owned bridge and tunnel assets, Infrastructure Canada",primary,2018-08-24T12:43:31.497554,2020-10-27T12:38:51.300332
206,38cdb6d5-a208-423e-baeb-1594ca753e20,statcan,"Inventory distribution of publicly owned bridge and tunnel assets by physical condition rating, Infrastructure Canada",primary,2018-08-24T12:43:07.520496,2020-10-27T12:38:37.453924
207,25085d1c-d0d8-4cec-91cd-ec90823fc3a8,statcan,"Inventory of municipally owned road assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:42:59.373494,2020-10-27T12:39:54.847059
208,2e1c71f7-23ef-4f56-bc3c-59361ae07967,statcan,"Inventory of publicly owned road assets, Infrastructure Canada",primary,2018-08-24T12:42:37.506172,2020-10-27T12:39:52.610147
209,98a5123c-6c63-4cf0-8a04-f9cc45ccc556,statcan,"Inventory of municipally owned road assets by year of completed construction, urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:42:35.609648,2020-10-27T12:40:03.915854
210,b6d44eaa-3b17-4d27-82a0-74cdd72052fd,statcan,"Asset management practices for municipally owned bridge and tunnel assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:42:22.669455,2020-10-27T12:39:28.452369
211,0895c79a-e661-41e9-aebb-ccf2b7801a40,statcan,"Information system(s) used for management of municipally owned bridge and tunnel assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:41:48.129543,2020-10-27T12:39:56.815118
212,1f6e3f64-a6f7-4e05-ac30-a501efe57e67,statcan,"Inventory distribution of municipally owned bridge and tunnel assets by physical condition rating, urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:41:44.260159,2020-10-27T12:38:41.581192
213,b1675dbe-98d5-47d3-a5d3-075f1bb9cb64,statcan,"Asset management practices for publicly owned bridge and tunnel assets, Infrastructure Canada",primary,2018-08-24T12:41:27.040777,2020-10-27T12:39:50.913207
214,cc965745-03e3-4146-a89c-f39a03fde71d,statcan,"Average expected useful life of new publicly owned bridge and tunnel assets, Infrastructure Canada",primary,2018-08-24T12:41:19.342001,2020-10-27T12:38:39.468374
215,b02fc832-4909-4c28-a945-19839aa6ee59,statcan,"Information system(s) usage for management of publicly owned bridge and tunnel assets, Infrastructure Canada",primary,2018-08-24T12:41:13.756415,2020-10-27T12:39:49.088500
216,ed9b55ef-c200-403c-ad69-9434e4c586ed,statcan,"Inventory of publicly owned bridge and tunnel assets by year of completed construction, urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:40:05.485844,2020-10-27T12:38:35.284982
217,4597a880-5ec7-4438-8881-98a267fdb616,statcan,"Inventory of publicly owned bridge and tunnel assets by year of completed construction, Infrastructure Canada",primary,2018-08-24T12:38:57.700799,2020-10-27T12:38:32.926534
218,f065d8e4-7e31-4458-be9d-c74c7f99782e,statcan,"Inventory of municipally owned bridge and tunnel assets, by urban and rural, and population size, Infrastructure Canada",primary,2018-08-24T12:37:23.892537,2020-10-27T12:38:30.610391
219,67d0cee9-daba-45f9-a26b-9f85f724a830,statcan,"Foreign-controlled enterprises in Canada, by financial characteristics and selected country of control",primary,2018-08-02T12:38:43.669720,2020-12-09T13:39:22.583831
220,2ef137e9-1ce9-4fd2-9a2b-dbbf7a70fae0,statcan,"Informatics professional services price indexes, annual",primary,2018-07-18T12:41:35.019057,2020-11-05T13:39:07.923306
221,03906659-0392-475c-8138-7ac845f8e362,statcan,"Life expectancy and other elements of the life table, Prince Edward Island and the territories",primary,2018-06-28T12:41:06.577981,2020-11-27T20:43:29.983948
222,74ded0d6-c629-4a5f-bdd2-9c088c9b0d54,statcan,"Life expectancy and other elements of the life table, Canada, all provinces except Prince Edward Island",primary,2018-06-28T12:37:30.652040,2020-11-27T20:24:07.985266
223,d3e1bf84-e319-4563-a93d-a723f0c570da,statcan,Expenditures of community colleges and vocational schools,primary,2018-06-27T17:47:17.338214,2020-12-16T13:39:20.951953
224,405bc8aa-72fe-4330-bee1-ecd47690a86a,statcan,Number of certificates granted to registered apprentices,primary,2018-06-27T17:47:06.386982,2020-12-10T13:39:12.918234
225,e7150d2d-63ee-42af-ae00-9914cf69a496,statcan,"Postsecondary graduates, by institution type, status of student in Canada and gender",primary,2018-06-27T17:46:50.253748,2020-11-27T20:29:59.416684
226,fd5e2407-a484-404b-80d8-694222e0111a,statcan,Number of apprenticeship program registrations,primary,2018-06-27T17:46:46.875678,2020-12-10T13:39:10.846834
227,608348c6-2511-4078-94ae-285c1465cb8d,statcan,"Business enterprise outsourced research and development expenditures, by industry group based on the North American Industry Classification System (NAICS), country of control, location of recipients and sector of recipients",primary,2018-06-27T17:46:35.442956,2020-12-10T13:39:41.470349
228,216c2852-2d67-42bc-86bf-30de703e0b96,statcan,Revenues of community colleges and vocational schools,primary,2018-06-27T17:46:33.482020,2020-12-16T13:39:22.593498
229,0d20b369-7e08-49b5-ac8f-227d660946a1,statcan,"Business enterprise research and development results of expenditures from previous three years, by industry group based on the North American Industry Classification System (NAICS)",primary,2018-06-27T17:46:31.113314,2020-12-10T13:39:38.094986
230,b9e83a94-0579-4145-84a2-d3922df9b1ec,statcan,"Business enterprise in-house research and development expenditures, by industry group based on the North American Industry Classification System (NAICS), country of control and source of funds",primary,2018-06-27T17:46:17.950165,2020-12-10T13:39:36.449189
231,d136b758-ed05-4c74-b607-4a187b63b198,statcan,"Business enterprise in-house research and development characteristics, by industry group based on the North American Industry Classification System (NAICS), country of control and provinces and territories",primary,2018-06-27T17:46:14.887227,2020-12-10T13:39:31.403597
232,8382d53c-31e1-42bd-b2cb-0c288d50d553,statcan,"Business enterprise in-house research and development expenditures, by industry group based on the North American Industry Classification System (NAICS), country of control and nature of research and development",primary,2018-06-27T17:45:47.342385,2020-12-10T13:39:39.871074
233,d480f3d2-34aa-406a-9996-f66b932eeb56,statcan,Business enterprise payments made and received for intellectual property and other technological services by industry group based on the North American Industry Classification System (NAICS),primary,2018-06-27T17:45:45.115221,2020-10-15T12:39:22.772613
234,a6c03d32-87f7-474a-86f1-a627e3ba860f,statcan,"Business enterprise in-house research and development expenditures, by industry group based on the North American Industry Classification System (NAICS), country of control and field of research and development",primary,2018-06-27T17:45:36.792502,2020-12-10T13:39:34.666835
235,4f23d783-5795-46b7-af6b-a9616f5a1962,statcan,"Business enterprise in-house research and development personnel, by country of control and research and development expenditure group",primary,2018-06-27T17:45:30.626514,2020-12-10T13:39:33.113453
236,67e1df91-8fa4-461f-aa72-f8b7f3446b2e,statcan,Business enterprise payments made and received for intellectual property and other technological services by location and affiliation of recipient,primary,2018-06-27T17:45:00.717623,2020-10-15T12:39:24.686995
237,c8f2bf08-05e0-48da-b0fd-f7a231c8793c,statcan,"Average business enterprise in-house research and development expenditures, by industry group based on the North American Industry Classification System (NAICS) and country of control",primary,2018-06-27T17:44:46.376150,2020-12-10T13:40:43.109820
238,28865c09-ba96-407f-8555-9c10847276a5,statcan,"Manufacturing industries, total annual energy fuel consumption in natural units, 31-33",primary,2018-06-27T17:42:36.296860,2020-11-27T20:38:23.387220
239,835ef477-1ab6-4dbd-a3e2-229a529bcd1e,statcan,"Electric power, electric utilities and industry, annual supply and disposition",primary,2018-06-27T17:42:10.384791,2020-11-04T13:39:32.660151
240,c9404569-7220-4c64-95fe-507587b23e5a,statcan,"Electric power, annual generation by class of producer",primary,2018-06-27T17:42:04.285314,2020-11-04T13:39:30.698641
241,4ab955e1-fe93-4593-8ebb-e39619789479,statcan,"Manufacturing industries, total annual energy fuel consumption in gigajoules, 31-33",primary,2018-06-27T17:41:54.804144,2020-11-27T20:38:24.872031
242,9a83c1a2-eac1-4de6-b08d-75a107389ed2,statcan,"Adult criminal courts, guilty cases by most serious sentence",primary,2018-06-27T17:39:47.641434,2020-10-19T12:41:06.361421
243,40122144-c13e-41ef-8e74-727ccf016704,statcan,Number of victims of spousal homicide,primary,2018-06-27T17:37:53.331314,2020-10-30T12:41:11.024441
244,e6522204-f094-4058-a9c2-54329232fae6,statcan,"Travel arrangement services, industry expenditures",primary,2018-06-27T17:32:46.842006,2020-12-10T13:40:06.581306
245,df656819-681d-451b-87f2-f06462b1442c,statcan,"Commercial and industrial machinery and equipment rental and leasing, summary statistics",primary,2018-06-27T17:32:24.121738,2020-12-02T13:41:03.818423
246,ddba392d-8ee3-44b6-a644-3514c9795251,statcan,"Travel arrangement services, summary statistics",primary,2018-06-27T17:32:18.160108,2020-12-10T13:40:08.631919
247,ef32e46a-ab40-4780-8aba-2195fafc086a,statcan,"Symmetric input-output tables, detail level",primary,2018-06-27T17:31:44.946277,2020-12-18T13:41:50.438324
248,b045f99a-3e48-4e85-88a1-ffa74a8cdba4,statcan,"International transactions in services, travel by category and geographical area, annual",primary,2018-06-27T17:31:37.266319,2020-10-19T12:41:41.078877
249,7a0d5b67-d43f-427b-8316-b7f984e9707f,statcan,"International transactions in services, by selected countries, annual",primary,2018-06-27T17:31:35.068346,2020-10-19T12:41:47.765482
250,62d93274-26ab-42be-9288-32270756aa4a,statcan,"International transactions in services, commercial services by category, annual",primary,2018-06-27T17:30:55.953259,2020-10-19T12:41:45.503914
251,1db085c8-9f6d-41c5-97fe-ea50cc041114,statcan,"International transactions in services, transportation by category, annual",primary,2018-06-27T17:30:51.165282,2020-10-19T12:41:43.149147
252,f2127564-e9c2-4bdd-aeb3-7a4e4044b61d,statcan,"Business enterprise current in-house research and development expenditures as a percentage of revenues, by industry group based on the North American Industry Classification System (NAICS) and country of control",primary,2018-06-27T17:29:59.611860,2020-12-10T13:40:40.986133
253,51dae6b8-27ea-4c2c-962a-b352798b7e0d,statcan,"Business enterprise current in-house research and development expenditures as a percentage of revenues, by country of control and employment size",primary,2018-06-27T17:29:50.971975,2020-12-10T13:40:39.091804
254,ace883d4-b342-4177-9d82-a018e0ffda3c,statcan,Changes and events that affected business enterprise research and development expenditures,primary,2018-06-27T17:29:44.507125,2020-12-10T13:40:28.883096
255,7b521b6d-8445-4f7b-9837-801041fdb163,statcan,"Business enterprise current in-house research and development expenditures as a percentage of revenues, by country of control and research and development expenditure groups",primary,2018-06-27T17:29:43.973348,2020-12-10T13:40:34.208553
256,f592e7fd-c7a7-48b3-8ef2-1548519d38e8,statcan,Business enterprise current in-house research and development expenditures as a percentage of revenues by country of control and revenue group,primary,2018-06-27T17:29:10.976224,2020-12-10T13:40:37.410973
257,f844110b-7a6c-4790-9a7b-761e4c302d69,statcan,Normalized difference vegetation indices at one kilometre resolution by land use type for agricultural areas of Canada using 2016 geographic layers,primary,2018-06-27T17:29:07.164700,2020-10-23T12:39:45.570295
258,5eeb311d-4631-4732-be48-cf07f97410ed,statcan,"Average business enterprise in-house research and development expenditures, by country of control and revenue group",primary,2018-06-27T17:29:05.975616,2020-12-10T13:40:35.797251
259,8b83b924-23b6-4983-996b-55d498980d81,statcan,Average business enterprise in-house research and development expenditures by country of control and research and development expenditure group,primary,2018-06-27T17:29:03.997157,2020-12-10T13:40:32.378388
260,f9eb21fb-afde-43e3-872a-f3b1faf9750d,statcan,"Average business enterprise in-house research and development expenditures, by country of control and employment size",primary,2018-06-27T17:28:58.900877,2020-12-10T13:40:30.619627
261,72929d77-6247-4cc7-8974-9a96e0ee71f5,statcan,"Credit measures, Bank of Canada",primary,2018-06-27T17:28:44.274371,2020-11-27T20:53:15.210386
262,ad4e1961-304a-488c-91f5-5a95c5dc1e0b,statcan,"Chartered banks, assets and liabilities, at month-end, Bank of Canada, inactive",primary,2018-06-27T17:28:34.627933,2020-11-27T20:53:11.192892
263,1f0f7c1b-23ca-4aaf-83c2-9a6356dbcadd,statcan,"Selected credit measures, monthly average or average of month-ends, unadjusted unless otherwise noted, Bank of Canada",primary,2018-06-27T17:28:16.583009,2020-11-27T20:53:04.774501
264,acf4e807-c668-4220-91e3-991bed679b18,statcan,Physical flow account for water use,primary,2018-06-27T17:27:40.867139,2021-02-11T13:39:29.675691
265,931b455e-848a-4995-b175-5948f72227d8,statcan,"Consumer credit, outstanding balances of selected holders, Bank of Canada",primary,2018-06-27T17:27:33.924864,2020-11-27T20:53:02.840746
266,5fcea0b0-b0a7-4421-b871-0b7cbf5b51f9,statcan,"Electric power generation, annual cost of fuel consumed by electric utility thermal plants",primary,2018-06-27T17:26:40.615670,2020-11-04T13:40:16.164913
267,0c930a3c-fb06-4bda-b81b-8031eed34a0b,statcan,"Electricity from fuels, annual generation by electric utility thermal plants",primary,2018-06-27T17:26:00.798321,2020-11-04T13:40:13.836531
268,42e522a6-950b-47ff-ae71-31dbbfce5646,statcan,"Electric power generation, annual fuel consumed by electric utility thermal plants",primary,2018-06-27T17:25:49.932774,2020-11-04T13:40:12.014328
269,4918164c-57c6-4e85-8ddd-29681a022693,statcan,"Inter-city indexes of price differentials of consumer goods and services, annual",primary,2018-06-27T17:25:18.460245,2020-12-17T13:39:49.255256
270,81b2ecf1-9157-481b-8523-8bd228d10f35,statcan,"Crime severity index and weighted clearance rates, police services in Manitoba",primary,2018-06-27T17:24:57.847524,2020-10-30T12:39:24.730138
271,e378875c-2472-46b4-9123-9c7fe185e042,statcan,"Crime severity index and weighted clearance rates, police services in Ontario",primary,2018-06-27T17:24:47.227586,2020-10-30T12:39:22.631023
272,4aace2dd-2056-4112-aa96-936562934fc5,statcan,"Adult criminal courts, cases by length of elapsed time",primary,2018-06-27T17:23:31.348978,2020-10-19T12:39:29.613596
273,2db24d89-3490-4023-8328-6a60c5b5a68b,statcan,"Adult criminal courts, cases by median elapsed time in days",primary,2018-06-27T17:23:21.667086,2020-10-19T12:39:27.555037
274,e1f9ca9d-71e8-4b0b-9fb2-631e08907351,statcan,"Film, television and video post-production, industry profile based on domestic and foreign sales",primary,2018-06-27T17:19:26.142719,2020-11-05T13:38:56.023672
275,0631bf2a-0f42-4b18-9e27-966236e04659,statcan,"Film, television and video post-production, industry profile based on type of revenue",primary,2018-06-27T17:19:14.674434,2020-11-05T13:38:53.975403
276,103a3174-8d4b-462f-89d3-2e63347c2b8c,statcan,"Number, rate and percentage changes in rates of homicide victims",primary,2018-06-27T17:17:42.755056,2020-10-30T12:39:57.420223
277,9a3e1b23-95e9-4a52-b5d5-46428358b5ef,statcan,"Police-reported hate crime, by type of motivation, Canada (selected police services)",primary,2018-06-27T17:17:35.121701,2020-11-27T20:29:23.968598
278,4c211f6b-646d-4563-88a1-2177c8017e5e,statcan,"Crime severity index and weighted clearance rates, police services in Saskatchewan",primary,2018-06-27T17:17:19.119079,2020-10-30T12:39:27.203883
