"a","b","c","d"
"202216","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202217","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202218","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202219","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202220","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202221","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202222","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202223","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202224","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202225","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202226","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202227","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202228","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202229","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202230","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202231","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202232","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202233","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202234","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202235","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202236","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202237","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202238","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202239","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"202240","0","0","2846961a-a4a1-5f14-b65e-4d9c47cd7b0a"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"202121","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202122","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202123","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202124","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202125","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202126","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202127","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202128","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202129","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202130","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202131","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202132","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202133","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202134","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202135","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202136","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202137","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202138","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202139","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202140","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202141","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202142","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202143","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202144","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202145","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202146","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202147","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202148","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202149","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202150","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202151","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202152","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202201","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202202","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202203","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202204","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202205","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202206","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202207","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202208","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202209","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202210","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202211","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202212","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202213","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202214","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202215","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202216","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202217","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202218","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202219","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202220","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202221","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202222","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202223","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202224","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202225","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202226","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202227","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202228","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202229","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202230","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202231","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202232","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202233","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202234","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202235","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202236","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202237","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202238","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202239","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"202240","0","0","2b2c3191-059e-5067-b421-94deb40c4bdb"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"202121","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202122","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202123","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202124","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202125","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202126","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202127","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202128","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202129","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202130","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202131","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202132","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202133","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202134","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202135","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202136","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202137","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202138","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202139","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202140","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202141","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202142","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202143","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202144","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202145","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202146","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202147","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202148","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202149","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202150","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202151","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202152","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202201","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202202","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202203","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202204","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202205","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202206","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202207","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202208","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202209","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202210","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202211","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202212","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202213","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202214","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202215","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202216","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202217","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202218","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202219","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202220","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202221","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202222","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202223","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202224","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202225","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202226","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202227","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202228","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202229","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202230","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202231","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202232","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202233","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202234","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202235","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202236","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202237","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202238","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202239","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"202240","0","0","2b7d7575-4a16-5307-a010-04d0221e8bf5"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"202121","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202122","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202123","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202124","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202125","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202126","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202127","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202128","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202129","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202130","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202131","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202132","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202133","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202134","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202135","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202136","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202137","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202138","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202139","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202140","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202141","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202142","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202143","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202144","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202145","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202146","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202147","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202148","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202149","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202150","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202151","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202152","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202201","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202202","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202203","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202204","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202205","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202206","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202207","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202208","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202209","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202210","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202211","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202212","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202213","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202214","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202215","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202216","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202217","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202218","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202219","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202220","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202221","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202222","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202223","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202224","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202225","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202226","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202227","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202228","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202229","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202230","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202231","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202232","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202233","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202234","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202235","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202236","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202237","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202238","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202239","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"202240","0","0","2bd935c0-1d8b-512c-978d-94e7625d4001"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"202121","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202122","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202123","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202124","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202125","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202126","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202127","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202128","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202129","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202130","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202131","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202132","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202133","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202134","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202135","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202136","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202137","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202138","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202139","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202140","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202141","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202142","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202143","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202144","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202145","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202146","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202147","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202148","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202149","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202150","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202151","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202152","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202201","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202202","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202203","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202204","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202205","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202206","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202207","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202208","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202209","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202210","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202211","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202212","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202213","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202214","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202215","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202216","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202217","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202218","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202219","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202220","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202221","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202222","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202223","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202224","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202225","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202226","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202227","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202228","0","6","2c49c113-08ea-5728-9d12-f53634a2492c"
"202229","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202230","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202231","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202232","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202233","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202234","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202235","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202236","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202237","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202238","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202239","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"202240","0","0","2c49c113-08ea-5728-9d12-f53634a2492c"
"FALSE","FALSE","FALSE","FALSE"
"FALSE","FALSE","FALSE","FALSE"
"202121","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202122","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202123","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202124","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202125","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202126","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202127","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202128","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202129","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202130","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202131","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202132","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202133","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202134","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202135","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202136","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202137","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202138","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202139","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202140","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202141","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202142","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202143","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202144","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202145","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202146","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202147","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202148","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202149","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202150","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202151","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202152","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202201","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202202","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202203","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202204","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202205","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202206","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202207","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202208","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202209","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202210","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202211","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202212","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202213","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202214","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202215","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202216","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202217","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202218","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202219","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202220","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202221","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202222","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202223","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202224","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202225","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202226","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202227","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202228","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202229","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202230","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202231","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202232","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202233","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202234","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202235","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202236","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202237","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202238","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
"202239","0","0","2c4cd6b8-dfc8-5096-9826-f478aaa0a250"
