"","ID","org","collection","freq","jurisdiction","date_created","date_last_mod"
"1032","e9def811-63a4-4220-9a38-bc86c03b2d2b","statcan","primary","P1M","federal","2020-04-14T12:38:08.307212","2021-04-26T12:39:57.548168"
"1033","ea0ecaff-951b-42fb-8b9f-af53970cbd25","statcan","primary","P1Y","federal","2021-01-26T13:40:44.023024","2021-02-04T13:42:48.364064"
"1034","ea33e663-f4c5-433a-9d16-492b941ae747","statcan","primary","P1Y","federal","2021-04-13T12:52:05.977786","2021-04-13T12:52:05.977793"
"1035","ea4a9ccb-82f7-40a7-9550-bce228c644a4","statcan","primary","P1Y","federal","2021-04-13T12:42:10.512563","2021-04-13T12:42:10.512570"
"1036","ea68b3e0-b4fb-4574-94e5-1fc93c498e57","statcan","primary","as_needed","federal","2021-01-26T13:43:05.237310","2021-01-27T13:41:21.681499"
"1037","ea72dd6f-54bb-42be-b00c-edd2313bcd7b","statcan","primary","as_needed","federal","2021-01-26T13:40:40.934551","2021-01-27T13:39:58.054563"
"1038","ea96aff3-0d4f-4a7d-82cb-ab06dc11f1b2","statcan","primary","as_needed","federal","2020-04-29T12:40:36.708974","2020-11-27T20:53:52.547205"
"1039","ead0e2f5-f3c4-4838-b87f-f3a6860c7470","statcan","primary","P1Y","federal","2021-04-13T12:58:45.980716","2021-04-13T12:58:45.980723"
"1040","eaee474c-4b7f-4940-8d48-59123d0da436","ic","primary","P1M","federal","2021-03-02T19:50:40.102727","2021-03-02T19:50:40.102734"
"1041","eb103a5f-7a9f-48cd-83e6-f2d163ff066a","statcan","primary","P1Y","federal","2021-04-13T12:55:09.236077","2021-04-13T12:55:09.236084"
"1042","eb73a783-84f1-438d-acf2-18117f38cc83","csis-scrs","primary","as_needed","federal","2020-09-14T16:00:45.487189","2020-09-18T14:10:56.663146"
"1043","eb8b741d-412f-4bc5-bfbe-0031139852ad","statcan","primary","P1M","federal","2020-09-10T12:39:43.567260","2021-02-26T13:40:43.060840"
"1044","ebd35eda-e224-4bbb-ae9e-1e70d05c6e7d","statcan","primary","P1M","federal","2021-03-09T13:40:36.481187","2021-03-09T13:40:36.481193"
"1045","ebf469a4-b6d7-49fd-8994-2ef3af9ec5e9","cfia-acia","primary","not_planned","federal","2020-12-01T21:11:58.144276","2020-12-01T21:11:58.144283"
"1046","ec14a20a-6add-4c59-8d7b-01be6a0f02c0","statcan","primary","P1Y","federal","2021-04-13T12:59:45.624873","2021-04-13T12:59:45.624880"
"1047","ec6c0044-fd32-4941-a462-b4f73e0fdb2e","cra-arc","primary","P3M","federal","2020-12-07T21:51:26.223992","2020-12-07T21:51:26.223999"
"1048","ec7ceb24-a88b-48da-96d8-f527aef2c6ed","dnd-mdn","primary","P1Y","federal","2020-04-02T11:40:40.659251","2021-05-05T13:30:59.642826"
"1049","ec8bb799-5c6b-492c-a5e5-1c7e7acf4a8d","statcan","primary","P1M","federal","2021-01-25T13:39:40.916011","2021-04-12T12:41:39.471286"
"1050","ec91a604-d006-486d-a83a-f1030bde6b26","statcan","primary","P1M","federal","2020-11-30T13:39:01.274981","2021-05-03T12:38:29.854540"
"1051","ed296fca-1650-44e9-b2c1-4ff7027b84d3","statcan","primary","P1Y","federal","2021-04-13T12:50:40.580329","2021-04-13T12:50:40.580337"
"1052","ed5f2230-0800-4667-9645-da87882339f1","statcan","primary","as_needed","federal","2021-04-13T12:49:57.138098","2021-04-13T12:49:57.138106"
"1053","edc0fe3c-23a3-4ccf-929b-8a385b62f6c3","statcan","primary","P1Y","federal","2021-04-30T12:40:25.203718","2021-05-03T12:40:51.599716"
"1054","edc70670-a6be-4915-84bf-62a3e657c952","statcan","primary","P1Y","federal","2021-04-13T12:48:35.199625","2021-04-13T12:48:35.199633"
"1055","edcbb2cc-6604-4341-a17d-c5f36bc7d577","statcan","primary","P1Y","federal","2020-04-01T12:38:31.424375","2021-03-01T13:40:10.584008"
"1056","edfac373-bc85-46e3-a7ae-3205092a0b16","statcan","primary","P1M","federal","2021-04-13T12:54:38.351297","2021-04-13T12:54:38.351305"
"1057","ee0c0ab7-4897-494b-a1f7-0bf0e919f126","statcan","primary","P1M","federal","2021-01-25T13:39:25.269872","2021-04-12T12:41:34.140545"
"1058","ee124740-ae01-4ed8-b224-dfc659daa65c","statcan","primary","P3M","federal","2021-02-24T13:39:32.650916","2021-02-25T13:40:10.385648"
"1059","ee46f0d1-a927-4293-bf9c-0464397f79dc","statcan","primary","as_needed","federal","2021-04-07T12:43:01.895923","2021-04-08T12:44:06.148571"
"1060","ee4c1deb-db42-442d-839b-33584f58a769","statcan","primary","as_needed","federal","2021-04-13T12:46:07.131428","2021-04-13T12:46:07.131434"
"1061","ee648885-5500-4e4e-9ac9-69d46d0b883c","statcan","primary","as_needed","federal","2020-10-05T12:39:32.710384","2020-12-09T13:40:48.001686"
"1062","ee949112-5d13-420a-98a9-ec5822e026b3","statcan","primary","P1Y","federal","2021-04-13T12:54:03.102411","2021-04-13T12:54:03.102418"
"1063","ef2a6662-aca8-4d13-8a3a-96310b8d170b","statcan","primary","P1Y","federal","2021-03-29T12:42:26.531598","2021-03-29T12:42:26.531605"
"1064","ef42819f-35bb-49c0-a368-1e61fa876ee6","csa-asc","primary","as_needed","federal","2020-08-31T18:00:36.595234","2020-08-31T18:00:36.595240"
"1065","ef474b06-1cae-4299-812d-03dab344d4d6","statcan","primary","P1Y","federal","2021-03-30T12:42:04.300119","2021-03-30T12:42:04.300127"
"1066","ef91d197-7cdc-4864-a8c3-5dbbd88154e2","tc","primary","P1Y","federal","2020-06-26T18:01:14.236697","2020-06-26T18:01:14.236724"
"1067","f0548ba7-7dd3-46a9-b8d4-01c3fc59ac0a","statcan","primary","P1Y","federal","2021-04-13T12:50:38.310762","2021-04-13T12:50:38.310769"
"1068","f0e8bbb8-c7fa-4d00-be93-d85a168d4c86","statcan","primary","P1Y","federal","2021-03-29T12:43:07.760545","2021-03-29T12:43:07.760554"
"1069","f1891404-45ef-48cf-a50d-2d4944484b65","statcan","primary","P1Y","federal","2021-04-13T12:47:12.343432","2021-04-13T12:47:12.343440"
"1070","f257f28f-df2f-4c18-8983-dd4e4fee377f","statcan","primary","as_needed","federal","2021-02-04T13:47:28.390968","2021-02-05T13:42:56.705346"
"1071","f2764887-2b33-4fe9-996c-158df4be46b3","cra-arc","primary","P1Y","federal","2020-12-07T21:51:13.031586","2020-12-07T21:51:13.031593"
"1072","f2a374ee-3db0-4cd5-a4f9-57d6ab03f5fe","nrcan-rncan","primary","P1Y","federal","2020-12-17T20:21:29.865704","2020-12-17T20:21:29.865710"
"1073","f2b5138d-f470-4e52-ac68-0df3c2d04a6b","jus","primary","not_planned","federal","2020-07-16T15:10:30.811745","2020-07-16T15:10:30.811752"
"1074","f2f6f697-1bcb-425a-b1ff-6fe903ee197a","statcan","primary","as_needed","federal","2021-03-17T12:39:22.984232","2021-03-23T15:01:04.321436"
"1075","f3a3c7e2-8b85-4d02-97d9-1ba65fc07b8b","tbs-sct","primary","as_needed","federal","2020-04-28T15:10:40.196435","2020-04-28T15:10:40.196442"
"1076","f3aa2d89-091e-44c4-bc72-28d3139d0ea8","statcan","primary","P1Y","federal","2021-01-25T13:42:58.211907","2021-01-26T13:41:35.430322"
"1077","f40476a7-af10-4e8f-a5da-81186be48e7b","statcan","primary","as_needed","federal","2020-07-14T12:39:39.945798","2020-11-27T20:49:55.705650"
"1078","f4351607-94e2-435d-afc7-0bf7ebf04e29","statcan","primary","P1Y","federal","2021-04-13T12:56:49.065054","2021-04-13T12:56:49.065062"
"1079","f4428d3b-39dd-4a9c-9c23-e6e41bc15bf5","cer-rec","primary","P1Y","federal","2021-04-30T12:21:14.533612","2021-04-30T12:21:14.533619"
"1080","f442a163-00e8-4a2c-8be5-cf3fd7a16879","statcan","primary","as_needed","federal","2021-04-13T12:55:42.885270","2021-04-13T12:55:42.885277"
"1081","f4509262-662e-4e61-becd-57c78dd04db1","statcan","primary","P1Y","federal","2021-04-13T12:41:20.254257","2021-04-13T12:41:20.254264"
"1082","f4614c68-f701-4340-b99f-9ff049052242","statcan","primary","P1M","federal","2021-01-25T13:39:31.788124","2021-04-12T12:41:36.085235"
"1083","f58ddfaa-b10c-4403-a1c1-2a0a4f4a0cc2","statcan","primary","P1Y","federal","2021-04-13T12:41:39.152096","2021-04-13T12:41:39.152104"
"1084","f5a8c92f-7527-4bf8-9eff-5944e8a3a5f0","statcan","primary","as_needed","federal","2021-04-13T12:52:22.426378","2021-04-13T12:52:22.426385"
"1085","f5b8feb7-3dd9-4a29-9cde-a551daccd680","statcan","primary","as_needed","federal","2020-04-29T12:40:43.507256","2020-11-27T20:53:55.718004"
"1086","f5da9175-633a-43c4-b9a5-8c438fde96ec","statcan","primary","P1Y","federal","2021-04-13T12:58:58.172454","2021-04-13T12:58:58.172460"
"1087","f662b2cd-3f65-4f1e-a5a7-666ec0028bb3","statcan","primary","as_needed","federal","2021-04-13T12:46:38.810609","2021-04-13T12:46:38.810617"
"1088","f6a0c4dc-d2ea-417e-8d2f-9b01cdb69771","statcan","primary","P1Y","federal","2020-12-23T19:32:38.734868","2020-12-23T19:32:38.734874"
"1089","f6e70294-1197-42fb-be5e-654fbe93d511","statcan","primary","P1Y","federal","2021-04-13T12:47:58.011057","2021-04-13T12:47:58.011066"
"1090","f712219b-8407-4314-a9ce-63d286e4afdc","statcan","primary","as_needed","federal","2021-03-05T13:39:10.428935","2021-04-09T12:44:36.583930"
"1091","f713389f-ab1c-4be4-bade-05f71ed110fe","cra-arc","primary","as_needed","federal","2020-09-29T20:31:56.807747","2020-11-27T20:02:00.562314"
"1092","f71897fb-f2bc-4048-8584-0c96ac812949","statcan","primary","P1Y","federal","2020-06-16T12:41:31.932815","2021-03-04T13:39:12.184206"
"1093","f7a177b4-5896-4f1f-aa3c-3c773e002f6e","statcan","primary","P1Y","federal","2021-01-25T13:39:18.550516","2021-01-26T13:39:02.770036"
"1094","f87bea2b-fe57-46ea-9be8-9ebb7bc30c6b","fin","primary","not_planned","federal","2021-03-09T13:50:43.473589","2021-03-09T13:50:43.473596"
"1095","f91ee522-be12-41f2-9fc8-c2161490182f","statcan","primary","as_needed","federal","2021-04-13T12:46:36.294592","2021-04-13T12:46:36.294599"
"1096","f96ad3a4-ddd7-429e-8caf-594c7077c0ad","statcan","primary","as_needed","federal","2021-04-13T12:45:30.874523","2021-04-13T12:45:30.874529"
"1097","f97ae3ba-1bba-4deb-9925-b7c09c2cdc46","statcan","primary","P1M","federal","2021-04-13T12:40:55.921445","2021-04-13T12:40:55.921451"
"1098","f99b688f-3c22-4eab-ab1e-81ba57fda0cf","cra-arc","primary","not_planned","federal","2020-12-23T19:22:32.047569","2020-12-23T19:22:32.047575"
"1099","f9a6d04a-c4c8-48b8-ba2a-53405f821252","statcan","primary","as_needed","federal","2021-04-13T12:56:03.710358","2021-04-13T12:56:03.710366"
"1100","f9cff16b-77b1-4c8f-b687-218aed3c58ad","statcan","primary","as_needed","federal","2021-04-13T12:50:08.346629","2021-04-13T12:50:08.346636"
"1101","f9d8bdce-9594-43f3-aa41-4ad0bcffa8fc","statcan","primary","P1Y","federal","2021-04-13T12:56:46.750530","2021-04-13T12:56:46.750537"
"1102","f9def2bb-db51-4e79-8035-bfe3109a10a0","statcan","primary","as_needed","federal","2021-04-13T12:40:14.736541","2021-04-13T12:40:14.736548"
"1103","fa19533a-6b4e-4aa0-b53b-9df71830f47a","statcan","primary","P1Y","federal","2021-04-13T12:41:04.005385","2021-04-13T12:41:04.005392"
"1104","fa34dce5-66f7-4ae6-9d58-310008d9c2b7","phac-aspc","primary","P1W","federal","2021-02-05T19:01:28.263922","2021-02-05T19:01:28.263928"
"1105","fa3d0e10-5a07-4ba9-8ff9-4db76713145f","statcan","primary","P1Y","federal","2021-04-13T12:53:19.843846","2021-04-13T12:53:19.843853"
"1106","fa6e54c3-228c-4344-ac5c-ddde6abaa6fa","statcan","primary","P1Y","federal","2021-04-13T12:38:40.199366","2021-04-13T12:38:40.199373"
"1107","fa84c5fa-5aa8-49b3-a7f3-58f224d644ba","statcan","primary","as_needed","federal","2021-04-13T12:57:14.305315","2021-04-13T12:57:14.305322"
"1108","fad8456b-9e36-4fb4-a7f0-b10d54751c6e","statcan","primary","P1Y","federal","2021-04-13T12:59:17.871047","2021-04-13T12:59:17.871055"
"1109","faed598e-1a32-4cd3-927f-6244ae1b5fcf","statcan","primary","as_needed","federal","2021-04-13T12:57:02.649500","2021-04-13T12:57:02.649508"
"1110","fb55a0a8-4451-43d2-ab4f-819c34a00772","atssc-scdata","primary","as_needed","federal","2020-09-17T13:10:46.684716","2020-09-17T13:10:46.684722"
"1111","fb6718d2-8a9f-4101-8df4-7f9f4490a078","statcan","primary","P1Y","federal","2021-01-25T13:43:37.563458","2021-02-10T13:38:56.294239"
"1112","fb779e16-2b51-49d4-9121-2f21dd8aa46c","statcan","primary","as_needed","federal","2021-04-13T12:56:34.300402","2021-04-13T12:56:34.300409"
"1113","fc025a47-da3c-474f-9342-159612ccee85","statcan","primary","P1Y","federal","2021-04-13T12:40:02.779326","2021-04-13T12:40:02.779335"
"1114","fc11aa70-821b-4c64-be19-020a2465b0de","phac-aspc","primary","P1D","federal","2020-07-07T13:31:25.124506","2020-07-13T18:40:54.403409"
"1115","fc21b29f-b60c-411a-8085-cf221eb6106c","statcan","primary","P1Y","federal","2021-04-13T12:59:20.431511","2021-04-13T12:59:20.431518"
"1116","fc540275-898d-4632-a4d8-5356faf6275b","ssc-spc","primary","P1Y","federal","2020-04-30T18:00:50.538920","2021-02-18T20:50:35.481197"
"1117","fc6a90a5-458a-4f1e-ae14-0931d380c5fe","statcan","primary","as_needed","federal","2020-10-02T12:38:37.107612","2020-12-24T13:39:30.189912"
"1118","fc9a087e-dee0-4750-bb4e-33f583877ebb","statcan","primary","P1Y","federal","2021-04-13T12:42:46.331448","2021-04-13T12:42:46.331455"
"1119","fcdd9416-c1ab-4c98-83a9-6a16d4ff2dcd","statcan","primary","as_needed","federal","2021-04-13T12:57:43.209424","2021-04-13T12:57:43.209432"
"1120","fd099242-ee66-42f5-8100-7be57f7ec12c","statcan","primary","as_needed","federal","2021-04-13T12:51:00.112141","2021-04-13T12:51:00.112150"
"1121","fd0e13a6-b084-419d-a8ef-be04780ba40a","statcan","primary","as_needed","federal","2021-04-13T12:46:31.285309","2021-04-13T12:46:31.285316"
"1122","fd1cb05f-8dd7-411c-a5a0-7821b873ed6d","statcan","primary","P1Y","federal","2021-04-13T12:58:38.579248","2021-04-13T12:58:38.579254"
"1123","fd506849-f400-4a3f-8a0f-63e73794fd57","cfia-acia","primary","not_planned","federal","2020-06-25T12:40:56.218409","2020-06-25T12:40:56.218417"
"1124","fd53873b-34d1-42b1-84a8-2a8048e0bf47","statcan","primary","as_needed","federal","2021-04-09T12:43:42.602823","2021-04-09T12:43:42.602829"
"1125","fdbb6889-f1d3-4a0a-bd53-4d1b98cc7b11","statcan","primary","P1Y","federal","2021-01-25T13:42:52.418026","2021-01-26T13:41:31.487121"
"1126","fded6701-2309-4b00-bf83-bc49bb44c092","cer-rec","primary","P1Y","federal","2020-12-09T16:11:26.059517","2020-12-09T16:11:26.059524"
"1127","fdf16c78-3980-4de6-be54-1c219e065043","statcan","primary","P1Y","federal","2021-04-13T12:43:44.755861","2021-04-13T12:43:44.755868"
"1128","fe1dfbb9-0fc3-42ca-b2a9-6ca4c05dbac9","ic","primary","P3M","federal","2020-08-20T16:50:15.016040","2021-03-17T13:00:16.726801"
"1129","fe5f0513-6154-4b99-8b1f-e5a8c37a6b1a","statcan","primary","P1Y","federal","2021-04-13T12:49:29.137476","2021-04-13T12:49:29.137483"
"1130","fe71625c-d0ab-45c4-a29c-757ea1ee92a8","nrcan-rncan","primary","P1Y","federal","2020-12-23T20:12:36.738394","2020-12-23T20:12:36.738400"
"1131","fe8d4048-ac97-4361-827b-4b9ce661a206","statcan","primary","P1Y","federal","2021-03-30T12:41:20.023036","2021-03-30T12:41:20.023042"
"1132","fecc50bc-fb13-46e4-b721-80aca2fe5d4a","statcan","primary","as_needed","federal","2021-04-13T12:57:04.990235","2021-04-13T12:57:04.990242"
"1133","ff0c2020-85e2-4515-8733-3cb8cb60cf2d","nrc-cnrc","primary","not_planned","federal","2020-09-23T15:20:48.447087","2020-09-23T15:20:48.447093"
"1134","ff917f95-81c2-45d1-8e6f-8b1ba293d84a","statcan","primary","P1Y","federal","2021-04-13T12:41:41.755434","2021-04-13T12:41:41.755441"
"1135","ffe9c23d-79fc-44e8-9830-3f12bb9a16a5","statcan","primary","as_needed","federal","2021-04-13T12:41:09.478754","2021-04-13T12:41:09.478762"
