Date,ATI,ATI_NIL,CONTRACTS,CONTRACTS_NIL,CONTRACTS_AGG,GRANTS,GRANTS_NIL,RECLASS,RECLASS_NIL,TRAVELA,TRAVELQ,TRAVEL_NIL,HOSP,HOSP_NIL,DAC,QP_NOTES,BN,WRONGDOING,ADMINAIR,SUM
Tue Oct 06 12:10:10 2020,24011,961,723231,40,202,424717,92,7061,423,218,69837,526,19505,966,1131,1190,26068,22,0,1300201
Wed Oct 07 12:10:48 2020,24109,963,723231,40,203,424719,92,7063,425,219,69837,528,19505,968,1131,1190,26068,22,0,1300313
Thu Oct 08 11:59:59 2020,24149,963,723231,40,204,424725,92,7063,425,219,69837,529,19505,969,1131,1190,26133,22,0,1300427
Fri Oct 09 13:50:11 2020,24201,963,723231,40,204,424725,92,7063,425,219,69837,529,19505,969,1147,1190,26133,22,0,1300495
Tue Oct 13 10:44:06 2020,24214,964,723232,40,204,424725,92,7064,426,221,69837,531,19506,970,1151,1190,26135,22,0,1300524
Wed Oct 14 10:43:36 2020,24214,965,723247,40,204,424725,92,7064,427,221,69838,532,19506,971,1151,1190,26370,22,0,1300779
Thu Oct 15 10:45:52 2020,24225,966,723386,40,204,424725,92,7072,428,221,69841,533,19506,972,1151,1190,26383,22,0,1300957
Fri Oct 16 10:29:34 2020,24251,970,724351,40,204,424725,92,7113,428,221,69841,533,19506,972,1157,1190,26400,22,0,1302016
Mon Oct 19 11:24:54 2020,24288,970,724351,40,204,424764,92,7116,428,223,69867,534,19506,973,1157,1190,26470,22,0,1302195
Tue Oct 20 10:11:37 2020,24288,970,724353,40,204,424774,93,7116,429,223,69870,535,19507,974,1157,1190,26485,22,0,1302230
Wed Oct 21 03:22:21 2020,24288,970,724353,40,204,424774,93,7116,429,223,69870,535,19507,974,1157,1190,26485,22,0,1302230
Wed Oct 21 03:55:55 2020,24288,970,724353,40,204,424774,93,7116,429,223,69870,535,19507,974,1157,1190,26485,22,0,1302230
Wed Oct 21 11:22:58 2020,24296,970,724358,40,204,424774,93,7116,429,223,69870,535,19507,974,1157,1190,26508,22,0,1302266
Thu Oct 22 11:22:23 2020,24298,970,724358,40,204,425210,94,7116,429,223,69893,537,19508,976,1157,1190,26676,22,0,1302901
Fri Oct 23 11:23:08 2020,24341,974,724358,40,204,425210,94,7116,429,223,69894,537,19508,976,1157,1190,26675,22,0,1302948
Sun Oct 25 23:33:02 2020,24414,974,724367,40,204,425210,94,7123,431,223,69896,538,19508,978,1164,1190,26733,22,0,1303109
Mon Oct 26 11:22:19 2020,24414,974,724367,40,204,425210,94,7123,431,223,69896,538,19508,978,1164,1190,26733,22,0,1303109
Tue Oct 27 11:21:15 2020,24454,975,724462,40,204,425210,94,7123,432,223,69903,544,19510,991,1164,1190,26745,22,0,1303286
Wed Oct 28 11:21:25 2020,24475,977,725218,40,204,425248,94,7257,432,223,69914,549,19512,999,1164,1190,26996,22,0,1304514
Thu Oct 29 11:23:59 2020,24754,986,725505,40,204,427400,94,7284,435,226,69917,556,19512,1007,1190,1190,27234,22,0,1307556
Fri Oct 30 11:14:29 2020,24772,986,731498,40,204,441834,97,7293,437,226,69964,561,19518,1015,1193,1190,27694,22,0,1328544
Sat Oct 31 11:18:52 2020,24916,986,735926,40,204,442412,98,7323,444,226,69965,566,19519,1020,1196,1190,28214,22,0,1334267
Sun Nov  1 11:15:18 2020,23659,934,735926,40,204,442412,98,7323,446,226,69965,567,19519,1021,1196,1190,28214,22,0,1332962
Mon Nov  2 11:16:51 2020,23659,934,735926,40,204,442412,98,7323,446,226,69965,567,19520,1021,1196,1190,28214,22,0,1332963
Tue Nov  3 11:16:33 2020,23672,938,739204,40,204,442386,98,7323,448,226,69969,569,19520,1023,1196,1190,28332,22,0,1336360
Wed Nov  4 11:17:02 2020,23689,938,739841,40,204,454647,98,7325,448,226,69971,570,19520,1026,1203,1190,28332,22,0,1349290
Thu Nov  5 11:16:25 2020,23692,938,739851,40,204,454977,98,7325,449,227,69971,571,19520,1027,1207,1190,28332,22,0,1349641
Fri Nov  6 11:16:52 2020,23700,938,739879,40,204,455801,98,7325,449,227,69975,572,19520,1028,1211,1190,28332,22,0,1350511
Sat Nov  7 11:18:21 2020,23791,938,739955,40,204,455801,98,7325,449,227,69975,572,19520,1028,1211,1190,28332,22,0,1350678
Sun Nov  8 11:20:17 2020,23791,938,739955,40,204,455801,98,7325,449,227,69975,572,19520,1028,1211,1190,28332,22,0,1350678
Mon Nov  9 14:37:25 2020,23791,938,739955,40,204,455801,98,7325,449,227,69975,572,19520,1028,1211,1190,28332,22,0,1350678
Tue Nov 10 11:16:44 2020,23795,941,740051,40,204,455801,98,7325,451,230,69976,572,19520,1029,1211,1190,28572,22,0,1351028
Wed Nov 11 11:16:34 2020,23798,941,740065,40,204,461460,98,7325,451,230,69976,573,19520,1030,1217,1190,28583,22,0,1356723
Thu Nov 12 11:18:11 2020,23798,941,740065,40,204,461460,98,7325,451,230,69976,573,19520,1030,1217,1190,28656,22,0,1356796
Fri Nov 13 11:17:12 2020,23803,941,740065,40,204,461598,98,7325,451,230,69988,581,19522,1039,1231,1190,28677,22,0,1357005
Sat Nov 14 11:15:38 2020,23892,941,740065,40,204,461598,98,7325,451,230,69988,583,19522,1041,1237,1190,28850,22,0,1357277
Sun Nov 15 11:17:15 2020,23892,941,740065,40,204,461598,98,7325,451,230,69988,583,19522,1041,1237,1190,28850,22,0,1357277
Mon Nov 16 11:16:13 2020,23892,941,740065,40,204,461598,98,7325,451,230,69988,583,19522,1041,1237,1190,28850,22,0,1357277
Tue Nov 17 11:20:46 2020,23911,943,740266,40,204,461598,98,7325,451,230,69988,585,19522,1042,1241,1190,28928,22,0,1357584
Wed Nov 18 11:17:06 2020,24096,944,740266,40,204,461598,98,7325,451,231,69990,586,19522,1043,1244,1190,28930,22,0,1357780
Thu Nov 19 11:16:37 2020,24096,944,740280,40,204,461599,98,7325,451,233,69990,587,19522,1045,1251,1190,28956,22,0,1357833
Fri Nov 20 11:17:03 2020,24098,945,740641,40,204,461598,98,7325,451,234,69990,587,19522,1045,1251,1190,29006,22,0,1358247
Sat Nov 21 11:17:54 2020,24103,945,740643,40,204,461598,98,7325,451,241,69996,588,19523,1045,1251,1190,29030,22,0,1358293
Sun Nov 22 11:16:28 2020,24103,945,740643,40,204,461598,98,7325,451,241,69996,588,19523,1045,1251,1190,29030,22,0,1358293
Mon Nov 23 12:11:41 2020,24103,945,740643,40,204,461598,98,7325,451,241,69996,588,19523,1045,1251,1190,29030,22,0,1358293
Tue Nov 24 11:29:39 2020,24149,946,740701,40,204,461598,98,7328,451,244,70000,590,19523,1047,1251,1190,29064,22,0,1358446
Wed Nov 25 11:16:33 2020,24175,946,740701,40,204,461598,98,7328,451,244,70000,591,19523,1048,1251,1190,29064,22,0,1358474
Thu Nov 26 11:18:28 2020,24180,948,740701,40,204,461598,98,7328,451,244,70004,598,19524,1055,1263,1190,29091,22,0,1358539
Fri Nov 27 11:33:13 2020,24272,951,740702,40,204,461598,98,7328,451,248,70010,601,19524,1060,1263,1190,29300,22,0,1358862
Sat Nov 28 11:18:00 2020,24361,953,740702,40,204,461597,98,7328,451,248,70068,610,19528,1071,1271,1190,29906,24,0,1359650
Sun Nov 29 11:18:21 2020,24361,953,740702,40,204,461597,98,7328,451,248,70068,610,19528,1071,1271,1190,29906,24,0,1359650
Mon Nov 30 11:19:50 2020,24421,953,740702,40,204,461597,98,7328,451,248,70068,610,19528,1071,1271,1190,30064,24,0,1359868
Tue Dec  1 11:18:54 2020,23280,908,740777,40,204,461600,98,7329,451,248,70090,619,19530,1082,1274,1190,30739,24,0,1359483
Wed Dec  2 11:29:18 2020,23305,910,740777,40,204,461600,98,7329,451,251,70103,620,19530,1087,1277,1190,30784,24,0,1359580
Thu Dec  3 11:20:27 2020,23385,912,740777,40,204,461600,98,7329,451,252,70103,621,19530,1088,1277,1190,30808,24,0,1359689
Fri Dec  4 11:19:56 2020,23437,915,740777,40,204,461600,98,7329,451,252,70103,621,19530,1088,1277,1190,30808,24,0,1359744
Sat Dec  5 11:20:43 2020,23452,915,740780,40,204,461716,98,7331,451,253,70104,623,19530,1091,1277,1190,30808,24,0,1359887
Sun Dec  6 11:19:38 2020,23452,915,740780,40,204,461716,98,7331,451,253,70104,623,19530,1091,1277,1190,30808,24,0,1359887
Mon Dec  7 11:20:27 2020,23452,915,740780,40,204,461716,98,7331,451,253,70104,623,19530,1091,1277,1190,30808,24,0,1359887
Tue Dec  8 11:29:48 2020,23465,917,740786,40,204,463020,98,7331,451,264,70104,625,19531,1092,1280,1190,30815,24,0,1361237
Wed Dec  9 15:01:29 2020,23481,919,740791,40,204,463020,98,7331,451,270,70104,627,19531,1092,1280,1190,30872,24,0,1361325
Thu Dec 10 11:24:17 2020,23501,919,740791,40,204,463020,98,7331,451,272,70104,627,19531,1092,1280,1190,30884,24,0,1361359
Fri Dec 11 11:26:59 2020,23503,919,740791,40,204,463020,98,7331,451,272,70105,628,19531,1094,1280,1190,30899,24,0,1361380
Sat Dec 12 11:23:16 2020,23507,921,740791,40,204,463020,98,7331,451,272,70105,630,19531,1096,1280,1190,31148,24,0,1361639
Sun Dec 13 11:20:28 2020,23507,921,740791,40,204,463020,98,7331,451,272,70105,630,19531,1096,1280,1190,31148,24,0,1361639
Mon Dec 14 11:26:39 2020,23507,921,740791,40,204,463020,98,7331,451,272,70105,630,19531,1096,1280,1190,31148,24,0,1361639
Tue Dec 15 11:28:17 2020,23507,922,740791,40,204,463020,98,7331,451,276,70107,633,19532,1098,1280,1190,31156,24,0,1361660
Wed Dec 16 11:21:06 2020,23570,923,740793,40,204,463020,98,7331,451,276,70107,638,19532,1103,1280,1190,31195,24,0,1361775
Thu Dec 17 11:23:16 2020,23570,924,740793,40,204,461343,98,7331,451,276,70113,644,19532,1116,1280,1190,31288,24,0,1360217
Fri Dec 18 11:22:39 2020,23617,928,740793,40,204,457677,98,7331,451,276,70123,645,19532,1118,1280,1190,31452,24,0,1356779
Sat Dec 19 11:22:04 2020,24086,929,741096,40,204,457677,98,7331,451,276,70123,647,19532,1120,1280,1190,31609,24,0,1357713
Sun Dec 20 11:21:57 2020,24086,929,741096,40,204,457677,98,7331,451,276,70123,647,19532,1120,1280,1190,31609,24,0,1357713
Mon Dec 21 11:23:22 2020,24086,929,741096,40,204,457677,98,7331,451,276,70123,647,19532,1120,1280,1190,31609,24,0,1357713
Tue Dec 22 11:26:33 2020,24222,935,741096,40,204,464380,98,7331,451,277,70123,649,19532,1123,1295,1218,31643,24,0,1364641
Wed Dec 23 14:10:09 2020,24469,935,741096,40,204,464378,98,7331,451,277,70134,653,19534,1127,1295,1218,31753,24,0,1365017
Fri Dec 25 05:52:43 2020,24560,951,741096,40,204,462786,98,7332,451,278,70144,659,19535,1132,1295,1285,31944,24,0,1363814
Fri Dec 25 11:24:47 2020,24562,952,741096,40,204,469722,98,7332,451,278,70144,665,19535,1140,1295,1285,31956,24,0,1370779
Sat Dec 26 11:24:49 2020,24562,952,741096,40,204,469722,98,7332,451,278,70144,665,19535,1140,1295,1285,31956,24,0,1370779
Sun Dec 27 11:24:19 2020,24562,952,741096,40,204,469722,98,7332,451,278,70144,665,19535,1140,1295,1285,31956,24,0,1370779
Mon Dec 28 11:30:21 2020,24562,952,741096,40,204,469722,98,7332,451,278,70144,665,19535,1140,1295,1285,31956,24,0,1370779
Tue Dec 29 11:28:58 2020,24562,952,741096,40,204,469722,98,7332,451,278,70144,665,19535,1140,1295,1285,31956,24,0,1370779
Wed Dec 30 11:27:26 2020,24624,952,741096,40,204,469722,98,7332,451,278,70179,666,19540,1144,1295,1285,32318,24,0,1371248
Thu Dec 31 11:32:02 2020,24673,952,741096,40,204,469723,98,7332,451,278,70190,668,19543,1147,1295,1285,32646,24,0,1371645
Fri Jan  1 11:33:33 2021,23497,905,741096,40,204,469723,98,7332,451,278,70190,670,19543,1151,1295,1285,32706,24,0,1370488
Sat Jan  2 11:28:17 2021,23497,905,741096,40,204,469723,98,7332,451,278,70190,670,19543,1151,1295,1285,32718,24,0,1370500
Sun Jan  3 11:30:16 2021,23497,905,741096,40,204,469723,98,7332,451,278,70190,670,19543,1151,1295,1285,32762,24,0,1370544
Mon Jan  4 14:27:37 2021,23497,905,741096,40,204,469723,98,7332,451,278,70190,670,19543,1151,1295,1285,32762,24,0,1370544
Tue Jan  5 11:34:16 2021,23527,907,741099,40,204,469723,98,7332,452,280,70190,673,19543,1154,1295,1298,32853,24,0,1370692
Wed Jan  6 11:34:01 2021,23535,910,741099,40,204,469723,98,7332,453,280,70193,675,19543,1156,1295,1304,32952,24,0,1370816
Thu Jan  7 11:33:18 2021,23559,912,741099,40,204,469724,98,7333,454,283,70193,676,19544,1156,1305,1314,32952,24,0,1370870
Fri Jan  8 16:40:37 2021,23559,912,741099,40,204,469724,98,7333,454,283,70193,676,19544,1156,1305,1314,32952,24,0,1370870
Sat Jan  9 12:12:03 2021,23603,916,741099,40,204,469737,99,7342,454,283,70195,677,19544,1157,1305,1607,32954,24,0,1371240
Sun Jan 10 11:34:54 2021,23603,916,741099,40,204,469737,99,7342,454,283,70195,677,19544,1157,1305,1609,32954,24,0,1371242
Mon Jan 11 11:40:23 2021,23603,916,741099,40,204,469737,99,7342,454,283,70195,677,19544,1157,1305,1609,32954,24,0,1371242
Tue Jan 12 11:40:15 2021,23621,917,741099,40,204,469737,100,7344,456,283,70195,679,19544,1159,1305,1734,33160,24,0,1371601
Wed Jan 13 11:50:31 2021,23621,917,741099,40,204,469737,100,7344,456,283,70195,681,19544,1161,1307,1690,33183,24,0,1371586
Thu Jan 14 11:52:19 2021,23710,918,741099,40,204,469737,100,7455,456,284,70196,683,19544,1163,1310,1685,33186,24,0,1371794
Thu Jan 14 17:10:34 2021,23710,918,741099,40,204,469737,100,7455,456,284,70196,683,19544,1163,1310,1685,33186,24,0,1371794
Fri Jan 15 11:50:30 2021,23807,926,741099,40,207,469737,100,7455,458,284,70196,684,19544,1164,1313,1685,33186,24,0,1371909
Sat Jan 16 11:48:20 2021,23815,929,741099,40,207,469742,100,7460,458,285,70196,685,19545,1164,1313,1685,33333,24,0,1372080
Sun Jan 17 11:46:35 2021,23815,929,741099,40,207,469742,100,7460,458,285,70196,686,19545,1165,1313,1685,33333,24,0,1372082
Mon Jan 18 11:54:08 2021,23815,929,741099,40,207,469742,100,7460,458,285,70196,686,19545,1165,1313,1685,33333,24,0,1372082
Tue Jan 19 11:53:52 2021,23818,930,741102,40,207,469742,100,7460,459,285,70197,688,19545,1168,1313,1685,33333,24,0,1372096
Wed Jan 20 11:55:14 2021,23828,932,741107,40,207,469742,100,7504,459,285,70202,689,19547,1169,1313,1685,33352,24,0,1372185
Thu Jan 21 12:03:45 2021,23835,935,741113,40,207,469742,100,7507,460,285,70214,689,19548,1169,1317,1685,33400,24,0,1372270
Fri Jan 22 11:52:51 2021,23844,946,741113,40,207,469742,100,7512,460,285,70225,690,19549,1172,1317,1685,33510,24,0,1372421
Sat Jan 23 11:47:55 2021,23879,946,741454,40,207,469759,100,7512,460,285,70227,693,19559,1176,1320,1685,33708,24,0,1373034
Sun Jan 24 11:49:21 2021,23879,946,741454,40,207,469759,100,7512,460,285,70227,693,19559,1176,1320,1685,33708,24,0,1373034
Mon Jan 25 11:53:06 2021,23879,946,741454,40,207,469759,100,7512,460,285,70227,693,19559,1176,1320,1685,33708,24,0,1373034
Tue Jan 26 11:20:27 2021,23978,948,741472,40,207,469922,101,7529,461,285,70229,701,19560,1185,1323,1685,33733,24,0,1373383
Wed Jan 27 11:30:29 2021,24150,950,742760,40,207,470028,102,7530,465,285,70229,709,19561,1189,1336,1685,33831,24,0,1375081
Thu Jan 28 11:24:26 2021,24186,950,743604,40,207,471560,103,7547,467,285,70233,712,19562,1194,1336,1685,33851,24,0,1377546
Fri Jan 29 11:22:27 2021,24244,951,749179,40,207,475960,104,7567,467,286,70263,718,19562,1203,1336,1685,33956,24,0,1387752
Sat Jan 30 11:21:30 2021,24444,954,759975,40,207,484338,105,7641,473,286,70270,724,19568,1211,1336,1685,34769,24,0,1408050
Sun Jan 31 11:22:27 2021,24444,954,760325,40,207,484338,105,7641,473,286,70270,724,19568,1211,1336,1685,34789,24,0,1408420
Mon Feb  1 11:25:03 2021,23290,909,760326,40,207,484338,105,7641,473,286,70270,724,19568,1211,1336,1685,34789,24,0,1407222
Tue Feb  2 11:24:55 2021,23298,914,760363,41,207,485528,106,7643,473,286,70270,730,19568,1217,1344,1685,34938,24,0,1408635
Wed Feb  3 15:26:49 2021,23444,917,760392,41,207,485528,106,7643,473,286,70271,732,19568,1219,1344,1685,35016,24,0,1408896
Thu Feb  4 11:18:45 2021,23523,920,760475,41,207,485528,106,7643,473,286,70271,733,19568,1220,1346,1685,35037,24,0,1409086
Fri Feb  5 11:20:04 2021,23649,920,760502,41,207,491397,106,7643,473,286,70271,735,19568,1221,1346,1685,35035,24,0,1415109
Sat Feb  6 11:20:29 2021,23708,920,760520,41,207,491398,106,7643,474,286,70271,738,19568,1224,1349,1685,35215,24,0,1415377
Sun Feb  7 11:21:01 2021,23708,920,760520,41,207,491398,106,7643,474,286,70271,738,19568,1224,1349,1685,35215,24,0,1415377
Mon Feb  8 11:22:42 2021,23708,920,760520,41,207,491398,106,7643,474,286,70271,738,19568,1224,1349,1685,35215,24,0,1415377
Tue Feb  9 11:20:03 2021,23858,920,760520,41,208,491398,107,7650,474,286,70271,740,19568,1226,1349,1685,35215,24,0,1415540
Wed Feb 10 11:21:31 2021,23858,920,760520,41,208,491398,107,7650,474,286,70272,742,19568,1229,1362,1685,35228,24,0,1415572
Thu Feb 11 11:19:56 2021,23858,924,760522,42,208,491398,107,7650,474,286,70273,742,19568,1229,1377,1685,35249,24,0,1415616
Fri Feb 12 11:20:47 2021,23869,924,760521,42,208,491398,107,7650,474,286,70274,743,19569,1229,1389,1685,35323,24,0,1415715
Sat Feb 13 11:19:40 2021,23875,924,760523,42,208,491399,107,7650,474,286,70275,743,19569,1229,1401,1685,35519,24,0,1415933
Sun Feb 14 11:19:21 2021,23875,924,760523,42,208,491399,107,7650,474,286,70275,743,19569,1229,1401,1685,35519,24,0,1415933
Mon Feb 15 11:20:05 2021,23875,924,760523,42,208,491399,107,7650,474,286,70275,743,19569,1229,1401,1685,35519,24,0,1415933
Tue Feb 16 11:19:28 2021,23893,924,760523,42,208,491399,107,7650,474,286,70275,744,19569,1231,1404,1685,35523,24,0,1415961
Wed Feb 17 11:29:39 2021,23917,925,760523,42,208,491399,107,7650,474,287,70275,745,19569,1232,1412,1685,35525,24,0,1415999
Thu Feb 18 11:21:33 2021,23917,925,760644,41,208,491399,107,7650,474,287,70276,746,19569,1232,1416,1685,35542,24,0,1416142
Fri Feb 19 11:22:24 2021,23941,926,760644,41,208,491399,107,7650,474,287,70278,746,19569,1233,1416,1685,35578,24,0,1416206
Sat Feb 20 11:19:47 2021,23941,926,760644,41,208,491399,107,7650,474,287,70278,746,19569,1233,1416,1685,35593,24,0,1416221
Sun Feb 21 11:19:59 2021,23941,926,760644,41,208,491399,107,7650,474,287,70278,746,19569,1233,1416,1685,35593,24,0,1416221
Mon Feb 22 11:19:16 2021,23941,926,760644,41,208,491399,107,7650,474,287,70278,746,19569,1233,1416,1685,35593,24,0,1416221
Tue Feb 23 11:19:28 2021,24077,927,760644,41,208,491399,107,7651,475,287,70284,755,19570,1242,1416,1685,35761,24,0,1416553
Wed Feb 24 11:20:14 2021,24092,930,760644,41,208,491422,107,7651,475,287,70301,758,19577,1245,1416,1685,35882,24,0,1416745
Thu Feb 25 11:20:40 2021,24110,935,760645,41,208,491422,107,7652,475,287,70301,762,19577,1249,1416,1685,35985,24,0,1416881
Fri Feb 26 16:03:51 2021,24199,937,760645,41,208,492046,107,7652,475,287,70308,769,19580,1259,1416,1685,36249,24,0,1417887
Sat Feb 27 11:21:45 2021,24379,938,760645,41,208,492046,107,7652,475,287,70330,775,19580,1269,1419,1685,36886,24,0,1418746
Sun Feb 28 11:22:07 2021,24379,938,760645,41,208,492046,107,7652,475,287,70330,775,19580,1269,1419,1685,36886,24,0,1418746
Mon Mar  1 11:26:57 2021,23069,889,760645,41,208,492046,107,7652,475,287,70330,775,19580,1269,1419,1685,36886,24,0,1417387
Tue Mar  2 11:19:09 2021,23205,892,760648,41,208,492046,107,7652,475,287,70336,783,19580,1279,1423,1685,37164,24,0,1417835
Wed Mar  3 11:20:08 2021,23221,893,760648,41,208,492046,107,7652,475,287,70341,786,19580,1282,1423,1685,37184,24,0,1417883
Thu Mar  4 11:21:05 2021,23233,894,760648,41,208,492046,107,7652,475,287,70341,789,19580,1285,1423,1685,37194,24,0,1417912
Fri Mar  5 11:22:59 2021,23451,895,760648,41,208,492046,107,7652,475,287,70341,789,19580,1285,1423,1685,37218,24,0,1418155
Sat Mar  6 11:19:46 2021,23440,898,760648,41,208,492046,107,7652,475,287,70341,791,19580,1287,1423,1685,37218,24,0,1418151
Sun Mar  7 11:21:26 2021,23440,898,760648,41,208,492046,107,7652,475,287,70341,792,19580,1288,1423,1685,37218,24,0,1418153
Mon Mar  8 11:21:47 2021,23440,898,760648,41,208,492046,107,7652,475,287,70341,792,19580,1288,1423,1685,37218,24,0,1418153
Tue Mar  9 11:20:56 2021,23463,900,760701,41,208,492060,107,7652,475,287,70341,795,19580,1291,1423,1685,37218,24,0,1418251
Wed Mar 10 11:20:55 2021,23467,903,760709,41,208,492060,107,7652,475,287,70342,796,19580,1292,1423,1685,37232,24,0,1418283
Thu Mar 11 11:21:55 2021,23491,904,760714,41,208,492060,107,7652,475,287,70342,799,19581,1294,1423,1685,37244,24,0,1418331
Fri Mar 12 11:21:07 2021,23534,904,760714,41,208,492060,107,7652,475,287,70342,801,19581,1296,1423,1685,37249,24,0,1418383
Sat Mar 13 11:21:17 2021,23540,904,760394,41,208,492060,107,7652,475,287,70342,801,19581,1296,1423,1685,37312,24,0,1418132
Sun Mar 14 11:21:35 2021,23540,904,760394,41,208,492060,107,7652,475,287,70342,801,19581,1296,1423,1685,37312,24,0,1418132
Mon Mar 15 11:20:48 2021,23540,904,760394,41,208,492060,107,7652,475,287,70342,801,19581,1296,1423,1685,37312,24,0,1418132
Tue Mar 16 11:21:22 2021,23540,905,760396,41,208,492060,107,7652,475,287,70342,804,19581,1297,1423,1685,37352,24,0,1418179
Wed Mar 17 11:21:17 2021,23563,906,760396,41,208,492060,107,7652,475,287,70342,803,19581,1297,1423,1685,37356,24,0,1418206
Thu Mar 18 11:21:07 2021,23575,907,765911,41,208,492060,107,7652,475,287,70342,805,19582,1299,1423,1685,37356,24,0,1423739
Fri Mar 19 11:21:04 2021,23633,916,765911,41,208,492060,107,7652,475,287,70342,807,19582,1301,1423,1685,37380,24,0,1423834
Sat Mar 20 11:21:30 2021,23678,917,765911,41,208,492059,107,7652,475,287,70345,807,19582,1302,1423,1685,37566,24,0,1424069
Sun Mar 21 11:26:04 2021,23678,917,765911,41,208,492059,107,7652,475,287,70345,807,19582,1302,1423,1685,37566,24,0,1424069
Mon Mar 22 11:21:21 2021,23678,917,765911,41,208,492059,107,7652,475,287,70345,807,19582,1302,1423,1685,37566,24,0,1424069
Tue Mar 23 11:21:03 2021,23771,920,765911,41,208,492059,107,7652,475,287,70345,808,19582,1304,1423,1685,37566,24,0,1424168
Wed Mar 24 11:34:09 2021,23807,920,765911,41,208,492059,107,7652,475,287,70345,811,19582,1307,1423,1685,37572,24,0,1424216
Thu Mar 25 11:43:51 2021,23795,920,765912,41,208,492059,107,7651,476,287,70345,813,19582,1309,1423,1685,37577,24,0,1424214
Fri Mar 26 11:23:02 2021,23805,916,765912,41,208,492059,107,7651,475,287,70345,817,19582,1313,1423,1685,37604,24,0,1424254
Sat Mar 27 11:24:17 2021,23954,917,765912,41,208,492059,107,7651,475,287,70349,820,19582,1317,1423,1685,37681,24,0,1424492
Sun Mar 28 11:22:38 2021,23954,917,765912,41,208,492059,107,7651,475,287,70349,820,19582,1317,1423,1685,37681,24,0,1424492
Mon Mar 29 11:23:31 2021,23954,917,765912,41,208,492059,107,7651,475,287,70349,820,19582,1317,1423,1685,37681,24,0,1424492
Tue Mar 30 11:22:55 2021,24157,917,765946,41,208,492069,107,7651,475,287,70362,829,19582,1327,1423,1685,38188,24,0,1425278
Wed Mar 31 11:23:32 2021,24292,917,766316,41,208,492069,107,7651,475,287,70363,833,19584,1330,1423,1685,38694,24,0,1426299
Thu Apr  1 11:25:36 2021,22940,879,766316,41,208,492069,107,7651,475,287,70366,838,19584,1336,1423,1685,39050,24,0,1425279
Fri Apr  2 11:24:12 2021,22940,880,766316,41,208,492070,107,7651,475,287,70368,842,19588,1340,1423,1685,39240,24,0,1425485
Sat Apr  3 11:22:36 2021,22940,880,766316,41,208,492070,107,7651,475,287,70368,842,19588,1340,1423,1685,39240,24,0,1425485
Sun Apr  4 11:23:11 2021,22940,880,766316,41,208,492070,107,7651,475,287,70368,842,19588,1340,1423,1685,39240,24,0,1425485
Mon Apr  5 11:24:38 2021,22940,880,766316,41,208,492070,107,7651,475,287,70368,842,19588,1340,1423,1685,39240,24,0,1425485
Tue Apr  6 11:23:28 2021,22940,880,766316,41,208,492070,107,7651,475,287,70368,842,19588,1340,1423,1685,39240,24,0,1425485
Wed Apr  7 11:23:34 2021,23083,882,766316,41,208,492074,107,7653,476,288,70368,842,19588,1340,1423,1685,39256,24,0,1425654
Thu Apr  8 11:22:34 2021,23085,886,766313,41,210,492075,107,7653,477,288,70368,844,19588,1342,1423,1685,39256,24,0,1425665
Fri Apr  9 11:23:32 2021,23103,886,766313,41,210,492076,107,7661,478,288,70368,844,19588,1342,1423,1685,39259,24,0,1425696
Sat Apr 10 11:21:49 2021,23115,887,766313,41,210,492076,107,7661,479,288,70368,846,19588,1343,1425,1685,39317,24,0,1425773
Sun Apr 11 11:24:15 2021,23115,887,766313,41,210,492076,107,7661,479,288,70368,846,19588,1343,1425,1685,39317,24,0,1425773
Mon Apr 12 11:22:13 2021,23117,888,766313,41,210,492076,107,7661,479,288,70368,846,19588,1343,1425,1685,39317,24,0,1425776
Tue Apr 13 11:23:00 2021,23113,889,766312,41,210,492075,107,7661,479,288,70371,848,19588,1346,1425,1685,39330,24,0,1425792
Wed Apr 14 11:22:52 2021,23118,891,766312,41,210,492075,107,7660,479,288,70371,850,19588,1348,1434,1685,39332,24,0,1425813
Thu Apr 15 11:23:12 2021,23166,891,766312,41,210,492075,107,7661,487,288,70372,850,19588,1349,1437,1685,39346,24,0,1425889
Fri Apr 16 11:23:17 2021,23166,892,766312,41,210,492077,107,7660,487,288,70373,854,19588,1353,1440,1685,39352,24,0,1425909
Sat Apr 17 11:23:59 2021,23212,894,766315,41,210,492077,107,7662,487,288,70373,855,19588,1354,1440,1685,39741,24,0,1426353
Sun Apr 18 11:24:24 2021,23212,894,766315,41,210,492077,107,7662,487,288,70373,855,19588,1354,1440,1685,39741,24,0,1426353
Mon Apr 19 11:22:20 2021,23212,894,766315,41,210,492077,107,7662,487,288,70373,855,19588,1354,1440,1685,39741,24,0,1426353
Mon Apr 19 18:11:59 2021,23212,894,766315,41,210,492077,107,7662,487,288,70373,855,19588,1354,1440,1685,39741,24,0,1426353
Tue Apr 20 11:22:33 2021,23160,894,766359,41,210,492275,107,7663,488,288,70377,856,19589,1355,1440,1685,39808,24,0,1426619
Wed Apr 21 11:22:28 2021,23166,894,766359,41,211,494457,107,7662,488,288,70378,857,19593,1356,1440,1685,39825,24,0,1428831
Thu Apr 22 11:23:56 2021,23171,894,766359,41,211,496901,107,7682,488,288,70378,859,19593,1358,1444,1685,39825,24,0,1431308
Fri Apr 23 11:24:25 2021,23354,894,766429,41,211,496910,108,7682,488,288,70378,862,19593,1361,1444,1685,39850,24,0,1431602
