Date,ATI,ATI_NIL,CONTRACTS,CONTRACTS_NIL,CONTRACTS_AGG,GRANTS,GRANTS_NIL,RECLASS,RECLASS_NIL,TRAVELA,TRAVELQ,TRAVEL_NIL,HOSP,HOSP_NIL,DAC,QP_NOTES,BN,WRONGDOING,ADMINAIR,SUM
"Sat May 25 11:18:48 2024",174906,3574,1065940,76,420,1028498,176,11517,906,494,98959,2062,23715,3453,3147,5298,110546,53,20,2533740
"Sun May 26 11:16:50 2024",174906,3574,1065940,76,420,1028498,176,11517,906,494,98960,2062,23715,3453,3147,5298,110546,53,20,2533741
"Mon May 27 11:18:21 2024",174906,3574,1065940,76,420,1028498,176,11517,906,494,98960,2062,23715,3453,3147,5298,110546,53,20,2533741
"Tue May 28 11:16:33 2024",175054,3574,1067201,76,427,1028501,176,11517,906,494,99118,2064,23719,3459,3147,5298,110661,53,20,2535445
"Wed May 29 11:17:31 2024",175063,3568,1072465,76,431,1028503,176,11517,906,494,99246,2067,23737,3464,3147,5298,110746,53,20,2540957
"Thu May 30 11:16:22 2024",175195,3573,1073644,77,438,1028507,176,11531,906,494,99542,2071,23764,3471,3147,5298,110999,53,20,2542886
"Fri May 31 11:17:16 2024",175353,3584,1087282,78,454,1028507,176,11531,910,494,99778,2075,23810,3480,3147,5298,111588,53,20,2557598
"Sat Jun  1 11:19:15 2024",175407,3585,1089808,78,463,1028507,176,11531,910,494,99930,2075,23825,3481,3147,5298,112036,53,20,2560804
"Sun Jun  2 11:16:46 2024",175407,3585,1089800,78,463,1028507,176,11531,910,494,99930,2075,23825,3481,3147,5298,112036,53,20,2560796
"Mon Jun  3 11:17:16 2024",175407,3585,1089856,78,463,1028507,176,11531,910,494,99930,2075,23825,3481,3147,5298,112036,53,20,2560852
"Tue Jun  4 11:19:15 2024",175409,3596,1093973,78,465,1028507,176,11531,910,494,99956,2076,23826,3483,3147,5298,112098,53,20,2565076
"Wed Jun  5 11:16:58 2024",175409,3596,1093973,78,465,1028507,176,11531,910,494,99956,2076,23826,3483,3147,5298,112098,53,20,2565076
"Wed Jun  5 15:06:32 2024",175574,3602,1093957,78,467,1028507,176,11531,910,494,99960,2077,23828,3484,3147,5298,112171,53,20,2565314
"Thu Jun  6 11:19:03 2024",175575,3603,1094449,78,467,1028507,176,11531,910,494,99986,2078,23830,3488,3147,5298,112218,53,20,2565888
"Fri Jun  7 11:18:12 2024",175629,3607,1094971,78,468,1028505,182,11531,910,494,99991,2079,23836,3491,3147,5298,112218,53,20,2566488
"Sat Jun  8 11:17:55 2024",175639,3607,1099980,78,474,1028505,202,11531,910,500,100013,2079,23875,3493,3147,5298,112217,53,20,2571601
"Sun Jun  9 11:16:28 2024",175639,3607,1099980,78,474,1028505,202,11531,910,500,100013,2079,23875,3493,3147,5298,112217,53,20,2571601
"Mon Jun 10 11:20:00 2024",175639,3607,1099980,78,474,1028505,202,11531,910,500,100013,2079,23875,3493,3147,5298,112217,53,20,2571601
"Tue Jun 11 11:18:56 2024",175756,3616,1099967,78,474,1028505,202,11531,912,500,100029,2080,23876,3493,3147,5298,112217,53,20,2571734
