"year/month","downloads","pageviews","id"
"202101","0","0","96ad93c9-44d9-4f4e-98bc-fde0fb33cb75"
"202006","2","13","33edc5d3-b279-4405-b912-172511965390"
"202007","0","0","33edc5d3-b279-4405-b912-172511965390"
"202008","0","0","33edc5d3-b279-4405-b912-172511965390"
"202009","0","0","33edc5d3-b279-4405-b912-172511965390"
"202010","1","1","33edc5d3-b279-4405-b912-172511965390"
"202011","1","1","33edc5d3-b279-4405-b912-172511965390"
"202012","0","2","33edc5d3-b279-4405-b912-172511965390"
"202101","0","8","33edc5d3-b279-4405-b912-172511965390"
"202006","2","2","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202007","1","6","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202008","0","1","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202009","2","2","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202010","2","3","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202011","1","2","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202012","2","2","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202101","0","0","f7960af8-5b1b-4ab1-b802-8b0b0be0bfa8"
"202006","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202007","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202008","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202009","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202010","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202011","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202012","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202101","0","0","2a382bf0-4850-4dc3-9973-6455eaa51d7f"
"202006","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202007","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202008","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202009","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202010","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202011","0","0","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202012","116","105","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202101","50","48","e62b9aa4-8cc5-4deb-ab53-e5da828b790b"
"202006","0","0","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202007","0","0","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202008","0","0","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202009","0","0","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202010","0","0","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202011","3","3","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202012","11","13","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202101","8","7","694d5ed1-1a5d-4763-97a6-b07d536dfa40"
"202006","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202007","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202008","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202009","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202010","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202011","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202012","1","3","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202101","0","0","722481c4-c44d-4bb6-9ceb-002022d52f80"
"202006","0","0","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202007","3","2","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202008","0","0","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202009","1","0","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202010","0","1","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202011","4","5","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202012","0","1","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202101","0","3","621f0071-931d-46e8-acb6-4de8c0065ad1"
"202006","0","0","533c7590-3651-42c7-9e77-88759844528c"
"202007","4","4","533c7590-3651-42c7-9e77-88759844528c"
"202008","0","1","533c7590-3651-42c7-9e77-88759844528c"
"202009","2","1","533c7590-3651-42c7-9e77-88759844528c"
"202010","2","4","533c7590-3651-42c7-9e77-88759844528c"
"202011","2","3","533c7590-3651-42c7-9e77-88759844528c"
"202012","1","3","533c7590-3651-42c7-9e77-88759844528c"
"202101","4","5","533c7590-3651-42c7-9e77-88759844528c"
"202006","2","1","92878eb5-73c8-4c65-b2c9-971e28662211"
"202007","0","1","92878eb5-73c8-4c65-b2c9-971e28662211"
"202008","2","6","92878eb5-73c8-4c65-b2c9-971e28662211"
"202009","3","2","92878eb5-73c8-4c65-b2c9-971e28662211"
"202010","2","2","92878eb5-73c8-4c65-b2c9-971e28662211"
"202011","1","7","92878eb5-73c8-4c65-b2c9-971e28662211"
"202012","0","3","92878eb5-73c8-4c65-b2c9-971e28662211"
"202101","0","0","92878eb5-73c8-4c65-b2c9-971e28662211"
"202006","1","2","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202007","0","1","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202008","0","1","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202009","0","0","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202010","3","4","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202011","0","0","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202012","0","1","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202101","0","0","1229fef1-3acd-4c32-895c-bdab2b805cc7"
"202006","1","1","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202007","2","3","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202008","1","1","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202009","1","1","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202010","1","2","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202011","5","10","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202012","0","0","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202101","1","1","e3c2b28a-5954-471e-9f25-50bd59b55a92"
"202006","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202007","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202008","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202009","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202010","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202011","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202012","0","1","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202101","0","0","a5e8d937-255a-4dad-9d15-00e2b91f3aff"
"202006","1","2","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202007","1","2","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202008","0","2","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202009","0","0","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202010","0","0","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202011","0","0","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202012","0","0","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202101","0","1","b576daeb-4127-43e6-b766-725cf7ee79cd"
"202006","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202007","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202008","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202009","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202010","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202011","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202012","0","0","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202101","4","8","39f7e23e-67eb-4e29-af49-2f28181d0b63"
"202006","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202007","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202008","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202009","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202010","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202011","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202012","0","0","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202101","1","1","ecfbc5d6-aa50-416a-9d5d-48435ecb4b8e"
"202006","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202007","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202008","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202009","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202010","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202011","0","1","f167deb1-6190-4693-9878-f127b55e506e"
"202012","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202101","0","0","f167deb1-6190-4693-9878-f127b55e506e"
"202006","0","0","c96cc04d-c743-4b39-9665-b0566100e308"
"202007","1","1","c96cc04d-c743-4b39-9665-b0566100e308"
"202008","2","3","c96cc04d-c743-4b39-9665-b0566100e308"
"202009","1","1","c96cc04d-c743-4b39-9665-b0566100e308"
"202010","4","5","c96cc04d-c743-4b39-9665-b0566100e308"
"202011","5","7","c96cc04d-c743-4b39-9665-b0566100e308"
"202012","2","4","c96cc04d-c743-4b39-9665-b0566100e308"
"202101","1","6","c96cc04d-c743-4b39-9665-b0566100e308"
"202006","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202007","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202008","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202009","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202010","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202011","1","2","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202012","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202101","0","0","25f13ea5-6dd8-4296-9d1a-2695ef8f5644"
"202006","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202007","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202008","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202009","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202010","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202011","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202012","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202101","0","0","b3c8b683-0f3b-42fa-8a44-fc0b31f49938"
"202006","0","0","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202007","0","0","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202008","4","5","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202009","3","1","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202010","4","8","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202011","3","17","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202012","1","3","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202101","3","4","f6abc151-fef7-4d2d-8e9a-6859284f7d4a"
"202006","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202007","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202008","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202009","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202010","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202011","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202012","0","0","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202101","0","2","c9771ee9-fcc1-42e7-ad5a-14caf684cb70"
"202006","0","0","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202007","1","5","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202008","0","0","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202009","0","0","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202010","1","1","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202011","0","0","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202012","1","1","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202101","0","1","4d5c0314-6514-4227-87a3-fbbe4422ae1d"
"202006","0","0","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202007","0","0","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202008","0","0","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202009","0","0","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202010","25","30","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202011","20","24","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202012","13","14","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202101","14","9","de2bf291-1ccd-4f27-9dcd-8616b95bec6f"
"202006","4","6","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202007","0","0","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202008","1","1","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202009","0","5","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202010","3","8","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202011","1","2","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202012","2","3","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202101","2","15","213bd9d2-0dc5-4140-a2da-aac6b1f6ce7b"
"202006","10","12","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202007","11","9","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202008","2","1","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202009","0","0","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202010","3","4","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202011","1","2","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202012","0","0","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202101","1","1","da1f69b1-3cd8-4e6f-b4db-3f85e5db5392"
"202006","962","2028","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202007","580","1391","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202008","457","1028","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202009","774","381","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202010","916","1543","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202011","1251","2417","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202012","678","1750","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202101","781","1686","261c32ab-4cfd-4f81-9dea-7b64065690dc"
"202006","0","0","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202007","0","0","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202008","0","0","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202009","0","0","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202010","4","3","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202011","1","2","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202012","1","1","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202101","1","1","762f0cf4-f888-4ff2-b624-fb093b6eba1a"
"202006","0","0","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202007","0","0","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202008","0","4","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202009","1","2","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202010","0","0","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202011","0","0","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202012","0","1","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202101","0","0","b1e9f0a7-20cd-4eb8-8315-d82b494564a7"
"202006","0","0","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202007","0","0","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202008","0","0","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202009","0","0","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202010","0","0","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202011","3","3","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202012","3","4","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202101","4","4","f8200e19-de85-440f-8214-fa54b64ea2f5"
"202006","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202007","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202008","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202009","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202010","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202011","0","0","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202012","2","3","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202101","2","2","8ae95ca5-b3f6-441f-abfe-b169f07478f1"
"202006","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202007","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202008","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202009","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202010","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202011","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202012","0","0","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202101","1","1","7ec9dbd2-e387-45c9-aabe-5a7f5c64d716"
"202006","0","0","604a8446-0512-40b1-b2e5-5252118afaa7"
"202007","0","0","604a8446-0512-40b1-b2e5-5252118afaa7"
"202008","0","0","604a8446-0512-40b1-b2e5-5252118afaa7"
"202009","6","13","604a8446-0512-40b1-b2e5-5252118afaa7"
"202010","12","12","604a8446-0512-40b1-b2e5-5252118afaa7"
"202011","0","1","604a8446-0512-40b1-b2e5-5252118afaa7"
"202012","11","3","604a8446-0512-40b1-b2e5-5252118afaa7"
"202101","2","1","604a8446-0512-40b1-b2e5-5252118afaa7"
"202006","0","0","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202007","0","0","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202008","0","0","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202009","7","32","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202010","36","16","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202011","3","4","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202012","0","1","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202101","2","3","4a9544aa-6a85-457a-b6ec-fc1eae0afa1a"
"202006","0","0","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202007","0","0","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202008","6","28","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202009","28","26","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202010","8","18","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202011","2","4","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202012","0","4","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202101","1","4","3341f24b-4e18-4b6e-a8e7-b99d90834a48"
"202006","10","23","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202007","76","74","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202008","4","20","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202009","1","5","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202010","6","46","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202011","37","75","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202012","8","38","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202101","25","52","85f9fde1-6087-4d9b-9ee6-202ec1894c0f"
"202006","0","0","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202007","0","0","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202008","0","0","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202009","5","12","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202010","1","1","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202011","3","3","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202012","4","7","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202101","1","1","bd3fb2a7-9e9e-416d-9156-19dc910a04d6"
"202006","0","0","aec89544-232c-463c-9817-10945fead3bc"
"202007","1","2","aec89544-232c-463c-9817-10945fead3bc"
"202008","1","1","aec89544-232c-463c-9817-10945fead3bc"
"202009","0","0","aec89544-232c-463c-9817-10945fead3bc"
"202010","1","2","aec89544-232c-463c-9817-10945fead3bc"
"202011","0","1","aec89544-232c-463c-9817-10945fead3bc"
"202012","0","0","aec89544-232c-463c-9817-10945fead3bc"
"202101","0","0","aec89544-232c-463c-9817-10945fead3bc"
"202006","3","4","43ad7e38-2925-489a-914c-1cab025b6436"
"202007","0","0","43ad7e38-2925-489a-914c-1cab025b6436"
"202008","0","1","43ad7e38-2925-489a-914c-1cab025b6436"
"202009","0","0","43ad7e38-2925-489a-914c-1cab025b6436"
"202010","2","2","43ad7e38-2925-489a-914c-1cab025b6436"
"202011","0","0","43ad7e38-2925-489a-914c-1cab025b6436"
"202012","0","0","43ad7e38-2925-489a-914c-1cab025b6436"
"202101","0","0","43ad7e38-2925-489a-914c-1cab025b6436"
"202006","4","4","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202007","0","0","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202008","1","2","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202009","0","0","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202010","3","4","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202011","3","3","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202012","0","2","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202101","2","1","3e64fc93-a3b0-40ba-a121-25e22c77b40e"
"202006","1","3","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202007","0","1","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202008","1","1","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202009","0","0","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202010","1","1","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202011","1","3","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202012","0","0","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202101","1","2","8efabc8c-f60d-4c20-a792-39fa01db6b75"
"202006","0","0","513694ea-ed47-421a-92fb-864b864d5c0f"
"202007","0","0","513694ea-ed47-421a-92fb-864b864d5c0f"
"202008","3","6","513694ea-ed47-421a-92fb-864b864d5c0f"
"202009","0","0","513694ea-ed47-421a-92fb-864b864d5c0f"
"202010","5","7","513694ea-ed47-421a-92fb-864b864d5c0f"
"202011","1","3","513694ea-ed47-421a-92fb-864b864d5c0f"
"202012","0","0","513694ea-ed47-421a-92fb-864b864d5c0f"
"202101","1","2","513694ea-ed47-421a-92fb-864b864d5c0f"
"202006","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202007","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202008","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202009","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202010","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202011","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202012","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202101","0","0","f5070b39-5f53-4780-88b6-368c461cb466"
"202006","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202007","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202008","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202009","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202010","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202011","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202012","0","0","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202101","1","2","2ad2b3a7-77bc-41d6-8c84-2bfad7924abb"
"202006","0","0","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202007","0","0","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202008","0","0","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202009","0","0","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202010","3","7","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202011","1","2","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202012","1","1","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202101","5","7","b8370a4c-9bcc-4c72-ab3e-bebb705399ad"
"202006","0","0","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202007","0","0","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202008","0","3","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202009","2","1","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202010","1","3","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202011","6","16","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202012","2","2","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202101","2","6","58ea9f56-8d6e-40d0-8c3c-45a1681ae6db"
"202006","1","2","73382b39-f432-4db2-904a-cf4da03022e4"
"202007","0","3","73382b39-f432-4db2-904a-cf4da03022e4"
"202008","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202009","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202010","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202011","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202012","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202101","0","0","73382b39-f432-4db2-904a-cf4da03022e4"
"202006","0","0","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202007","0","1","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202008","2","9","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202009","0","1","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202010","2","2","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202011","0","0","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202012","0","1","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202101","0","1","5e12e5a4-1b70-4f39-96f0-b4249f92e561"
"202006","0","1","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202007","0","0","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202008","0","3","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202009","0","0","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202010","0","0","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202011","0","0","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
"202012","0","0","d7b4f32e-3549-4a03-9587-8dc6c4d97ab2"
